Plot Title: PercivalNonDiapause,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10631872, SEN S/N: 10631872)","RH, % (LGR S/N: 10631872, SEN S/N: 10631872)","DewPt, °C (LGR S/N: 10631872, SEN S/N: 10631872)","Host Connected (LGR S/N: 10631872, SEN S/N: 10631872)","End Of File (LGR S/N: 10631872, SEN S/N: 10631872)"
87,8/26/2017 22:00,23.045,71.492,17.633,,
88,8/26/2017 23:00,23.021,71.575,17.629,,
89,8/27/2017 0:00,24.392,67.249,17.95,,
90,8/27/2017 1:00,24.368,67.095,17.89,,
91,8/27/2017 2:00,24.368,67.095,17.89,,
92,8/27/2017 3:00,24.392,67.129,17.921,,
93,8/27/2017 4:00,24.368,67.065,17.883,,
94,8/27/2017 5:00,24.368,66.975,17.861,,
95,8/27/2017 6:00,24.392,67.069,17.907,,
96,8/27/2017 7:00,24.32,67.086,17.842,,
97,8/27/2017 8:00,23.045,71.609,17.659,,
98,8/27/2017 9:00,23.045,71.756,17.692,,
99,8/27/2017 10:00,23.021,71.811,17.681,,
100,8/27/2017 11:00,23.021,71.811,17.681,,
101,8/27/2017 12:00,23.045,71.609,17.659,,
102,8/27/2017 13:00,23.045,71.668,17.672,,
103,8/27/2017 14:00,23.045,71.58,17.653,,
104,8/27/2017 15:00,23.045,71.756,17.692,,
105,8/27/2017 16:00,23.021,71.869,17.694,,
106,8/27/2017 17:00,23.021,71.84,17.687,,
107,8/27/2017 18:00,23.021,71.693,17.655,,
108,8/27/2017 19:00,22.973,71.831,17.639,,
109,8/27/2017 20:00,22.997,71.718,17.637,,
110,8/27/2017 21:00,22.997,71.747,17.644,,
111,8/27/2017 22:00,23.045,71.492,17.633,,
112,8/27/2017 23:00,23.021,71.31,17.57,,
113,8/28/2017 0:00,24.392,67.159,17.928,,
114,8/28/2017 1:00,24.392,67.009,17.893,,
115,8/28/2017 2:00,24.392,67.039,17.9,,
116,8/28/2017 3:00,24.392,67.069,17.907,,
117,8/28/2017 4:00,24.392,67.039,17.9,,
118,8/28/2017 5:00,24.392,66.949,17.878,,
119,8/28/2017 6:00,24.417,66.833,17.874,,
120,8/28/2017 7:00,24.32,67.206,17.87,,
121,8/28/2017 8:00,22.973,71.154,17.489,,
122,8/28/2017 9:00,22.781,72.616,17.627,,
123,8/28/2017 10:00,22.853,71.779,17.512,,
124,8/28/2017 11:00,22.949,71.679,17.583,,
125,8/28/2017 12:00,22.853,72.366,17.642,,
126,8/28/2017 13:00,22.805,72.269,17.574,,
127,8/28/2017 14:00,22.829,72.038,17.547,,
128,8/28/2017 15:00,22.949,71.797,17.609,,
129,8/28/2017 16:00,22.805,72.562,17.639,,
130,8/28/2017 17:00,22.805,72.503,17.626,,
131,8/28/2017 18:00,22.901,71.67,17.535,,
132,8/28/2017 19:00,22.949,72.003,17.654,,
133,8/28/2017 20:00,22.853,72.424,17.655,,
134,8/28/2017 21:00,22.877,72.136,17.614,,
135,8/28/2017 22:00,22.901,71.993,17.606,,
136,8/28/2017 23:00,22.877,71.783,17.536,,
137,8/29/2017 0:00,24.392,67.009,17.893,,
138,8/29/2017 1:00,24.392,67.009,17.893,,
139,8/29/2017 2:00,24.392,67.009,17.893,,
140,8/29/2017 3:00,24.392,67.099,17.914,,
141,8/29/2017 4:00,24.392,67.039,17.9,,
142,8/29/2017 5:00,24.392,66.889,17.864,,
143,8/29/2017 6:00,24.417,66.893,17.888,,
144,8/29/2017 7:00,24.344,66.94,17.83,,
145,8/29/2017 8:00,22.925,71.469,17.513,,
146,8/29/2017 9:00,22.949,71.15,17.465,,
147,8/29/2017 10:00,23.021,71.781,17.674,,
148,8/29/2017 11:00,22.973,72.682,17.826,,
149,8/29/2017 12:00,22.733,71.256,17.282,,
150,8/29/2017 13:00,22.709,71.605,17.336,,
151,8/29/2017 14:00,22.661,72.241,17.43,,
152,8/29/2017 15:00,22.853,71.955,17.551,,
153,8/29/2017 16:00,23.069,71.643,17.69,,
154,8/29/2017 17:00,22.805,72.737,17.677,,
155,8/29/2017 18:00,22.757,71.555,17.371,,
156,8/29/2017 19:00,22.877,71.813,17.543,,
157,8/29/2017 20:00,22.925,71.734,17.572,,
158,8/29/2017 21:00,22.901,71.964,17.599,,
159,8/29/2017 22:00,22.901,71.817,17.567,,
160,8/29/2017 23:00,22.901,71.788,17.561,,
161,8/30/2017 0:00,24.368,66.945,17.854,,
162,8/30/2017 1:00,24.368,67.155,17.904,,
163,8/30/2017 2:00,24.368,67.185,17.911,,
164,8/30/2017 3:00,24.392,66.979,17.885,,
165,8/30/2017 4:00,24.368,66.915,17.847,,
166,8/30/2017 5:00,24.392,66.889,17.864,,
167,8/30/2017 6:00,24.392,66.889,17.864,,
168,8/30/2017 7:00,24.344,66.97,17.837,,
169,8/30/2017 8:00,22.853,71.984,17.558,,
170,8/30/2017 9:00,22.805,72.356,17.594,,
171,8/30/2017 10:00,22.925,71.675,17.559,,
172,8/30/2017 11:00,23.021,71.869,17.694,,
173,8/30/2017 12:00,22.949,72.208,17.699,,
174,8/30/2017 13:00,22.877,72.165,17.621,,
175,8/30/2017 14:00,22.829,72.185,17.579,,
176,8/30/2017 15:00,22.829,72.126,17.566,,
177,8/30/2017 16:00,22.901,71.817,17.567,,
178,8/30/2017 17:00,23.021,72.398,17.81,,
179,8/30/2017 18:00,22.877,72.165,17.621,,
180,8/30/2017 19:00,22.853,72.102,17.584,,
181,8/30/2017 20:00,22.829,72.097,17.56,,
182,8/30/2017 21:00,22.877,71.871,17.556,,
183,8/30/2017 22:00,22.901,71.905,17.587,,
184,8/30/2017 23:00,22.901,71.935,17.593,,
185,8/31/2017 0:00,24.392,67.039,17.9,,
186,8/31/2017 1:00,24.392,67.099,17.914,,
187,8/31/2017 2:00,24.368,67.065,17.883,,
188,8/31/2017 3:00,24.368,67.035,17.876,,
189,8/31/2017 4:00,24.368,66.915,17.847,,
190,8/31/2017 5:00,24.368,67.065,17.883,,
191,8/31/2017 6:00,24.392,66.919,17.871,,
192,8/31/2017 7:00,24.32,66.936,17.806,,
193,8/31/2017 8:00,22.853,71.808,17.519,,
194,8/31/2017 9:00,22.877,71.254,17.419,,
195,8/31/2017 10:00,22.949,71.797,17.609,,
196,8/31/2017 11:00,22.925,71.763,17.578,,
197,8/31/2017 12:00,22.949,71.591,17.563,,
198,8/31/2017 13:00,22.997,71.806,17.657,,
199,8/31/2017 14:00,23.069,72.143,17.8,,
200,8/31/2017 15:00,23.045,71.786,17.698,,
201,8/31/2017 16:00,22.949,71.797,17.609,,
202,8/31/2017 17:00,22.949,71.856,17.622,,
203,8/31/2017 18:00,22.901,71.905,17.587,,
204,8/31/2017 19:00,23.021,71.811,17.681,,
205,8/31/2017 20:00,23.069,71.908,17.748,,
206,8/31/2017 21:00,22.997,71.806,17.657,,
207,8/31/2017 22:00,22.997,71.865,17.67,,
208,8/31/2017 23:00,23.021,71.752,17.668,,
209,9/1/2017 0:00,24.344,67.301,17.916,,
210,9/1/2017 1:00,24.344,67.241,17.901,,
211,9/1/2017 2:00,24.344,67.331,17.923,,
212,9/1/2017 3:00,24.344,67.331,17.923,,
213,9/1/2017 4:00,24.344,67.271,17.909,,
214,9/1/2017 5:00,24.344,67.331,17.923,,
215,9/1/2017 6:00,24.344,67.241,17.901,,
216,9/1/2017 7:00,24.296,67.262,17.861,,
217,9/1/2017 8:00,22.997,71.894,17.676,,
218,9/1/2017 9:00,22.997,71.659,17.624,,
219,9/1/2017 10:00,22.973,71.978,17.672,,
220,9/1/2017 11:00,22.973,71.86,17.646,,
221,9/1/2017 12:00,23.021,71.634,17.642,,
222,9/1/2017 13:00,23.069,71.467,17.651,,
223,9/1/2017 14:00,23.093,71.501,17.681,,
224,9/1/2017 15:00,23.093,71.883,17.766,,
225,9/1/2017 16:00,22.997,72.129,17.728,,
226,9/1/2017 17:00,22.949,72.149,17.686,,
227,9/1/2017 18:00,22.925,72.467,17.733,,
228,9/1/2017 19:00,22.949,72.149,17.686,,
229,9/1/2017 20:00,22.973,71.919,17.659,,
230,9/1/2017 21:00,22.997,71.953,17.689,,
231,9/1/2017 22:00,23.021,71.869,17.694,,
232,9/1/2017 23:00,23.021,71.869,17.694,,
233,9/2/2017 0:00,24.368,67.305,17.94,,
234,9/2/2017 1:00,24.344,67.211,17.894,,
235,9/2/2017 2:00,24.368,67.185,17.911,,
236,9/2/2017 3:00,24.368,67.335,17.947,,
237,9/2/2017 4:00,24.368,67.275,17.933,,
238,9/2/2017 5:00,24.368,67.155,17.904,,
239,9/2/2017 6:00,24.368,67.095,17.89,,
240,9/2/2017 7:00,24.296,67.082,17.818,,
241,9/2/2017 8:00,22.997,71.453,17.579,,
242,9/2/2017 9:00,23.021,71.722,17.661,,
243,9/2/2017 10:00,22.997,71.806,17.657,,
244,9/2/2017 11:00,22.997,71.6,17.611,,
245,9/2/2017 12:00,22.973,71.625,17.594,,
246,9/2/2017 13:00,22.997,71.718,17.637,,
247,9/2/2017 14:00,22.997,71.512,17.592,,
248,9/2/2017 15:00,23.045,71.403,17.614,,
249,9/2/2017 16:00,23.069,71.731,17.709,,
250,9/2/2017 17:00,23.093,71.942,17.779,,
251,9/2/2017 18:00,23.117,72.387,17.9,,
252,9/2/2017 19:00,23.069,72.671,17.916,,
253,9/2/2017 20:00,23.045,72.695,17.899,,
254,9/2/2017 21:00,22.997,71.835,17.663,,
255,9/2/2017 22:00,23.021,71.928,17.707,,
256,9/2/2017 23:00,23.045,71.874,17.718,,
257,9/3/2017 0:00,24.368,67.335,17.947,,
258,9/3/2017 1:00,24.368,67.305,17.94,,
259,9/3/2017 2:00,24.368,67.245,17.925,,
260,9/3/2017 3:00,24.368,67.245,17.925,,
261,9/3/2017 4:00,24.368,67.215,17.918,,
262,9/3/2017 5:00,24.368,67.215,17.918,,
263,9/3/2017 6:00,24.368,67.155,17.904,,
264,9/3/2017 7:00,24.32,67.386,17.913,,
265,9/3/2017 8:00,23.093,71.942,17.779,,
266,9/3/2017 9:00,23.093,71.795,17.746,,
267,9/3/2017 10:00,23.093,71.971,17.785,,
268,9/3/2017 11:00,23.069,72.025,17.774,,
269,9/3/2017 12:00,22.853,72.834,17.744,,
270,9/3/2017 13:00,22.973,63.054,15.586,,
271,9/3/2017 14:00,22.853,72.336,17.635,,
272,9/3/2017 15:00,22.853,72.278,17.622,,
273,9/3/2017 16:00,22.661,72.71,17.533,,
274,9/3/2017 17:00,22.661,72.505,17.488,,
275,9/3/2017 18:00,22.613,73.431,17.643,,
276,9/3/2017 19:00,22.685,72.48,17.505,,
277,9/3/2017 20:00,22.661,72.71,17.533,,
278,9/3/2017 21:00,22.709,72.572,17.549,,
279,9/3/2017 22:00,22.733,72.167,17.483,,
280,9/3/2017 23:00,22.709,72.28,17.485,,
281,9/4/2017 0:00,24.392,67.099,17.914,,
282,9/4/2017 1:00,24.392,67.159,17.928,,
283,9/4/2017 2:00,24.392,66.979,17.885,,
284,9/4/2017 3:00,24.392,67.129,17.921,,
285,9/4/2017 4:00,24.392,67.009,17.893,,
286,9/4/2017 5:00,24.368,67.035,17.876,,
287,9/4/2017 6:00,24.392,66.919,17.871,,
288,9/4/2017 7:00,24.344,67.181,17.887,,
289,9/4/2017 8:00,22.781,72.293,17.557,,
290,9/4/2017 9:00,22.757,72.406,17.558,,
291,9/4/2017 10:00,22.733,67.315,16.384,,
292,9/4/2017 11:00,22.661,72.241,17.43,,
293,9/4/2017 12:00,22.637,72.559,17.477,,
294,9/4/2017 13:00,22.661,72.505,17.488,,
295,9/4/2017 14:00,22.661,72.563,17.501,,
296,9/4/2017 15:00,22.613,72.759,17.497,,
297,9/4/2017 16:00,22.637,72.383,17.438,,
298,9/4/2017 17:00,22.613,72.525,17.446,,
299,9/4/2017 18:00,22.661,72.358,17.456,,
300,9/4/2017 19:00,22.709,72.045,17.433,,
301,9/4/2017 20:00,22.757,72.142,17.5,,
302,9/4/2017 21:00,22.709,72.426,17.517,,
303,9/4/2017 22:00,22.709,72.338,17.497,,
304,9/4/2017 23:00,22.709,72.426,17.517,,
305,9/5/2017 0:00,24.392,67.309,17.964,,
306,9/5/2017 1:00,24.392,67.309,17.964,,
307,9/5/2017 2:00,24.392,67.069,17.907,,
308,9/5/2017 3:00,24.392,67.129,17.921,,
309,9/5/2017 4:00,24.392,67.069,17.907,,
310,9/5/2017 5:00,24.368,67.095,17.89,,
311,9/5/2017 6:00,24.392,67.039,17.9,,
312,9/5/2017 7:00,24.368,67.305,17.94,,
313,9/5/2017 8:00,22.757,72.142,17.5,,
314,9/5/2017 9:00,22.709,72.455,17.523,,
315,9/5/2017 10:00,22.709,72.426,17.517,,
316,9/5/2017 11:00,22.493,73.699,17.586,,
317,9/5/2017 12:00,22.613,72.613,17.465,,
318,9/5/2017 13:00,22.589,72.55,17.428,,
319,9/5/2017 14:00,22.541,72.628,17.399,,
320,9/5/2017 15:00,22.661,73.09,17.615,,
321,9/5/2017 16:00,22.685,72.948,17.608,,
322,9/5/2017 17:00,22.661,72.797,17.552,,
323,9/5/2017 18:00,22.637,72.529,17.47,,
324,9/5/2017 19:00,22.613,72.408,17.42,,
325,9/5/2017 20:00,22.589,72.696,17.46,,
326,9/5/2017 21:00,22.637,72.471,17.457,,
327,9/5/2017 22:00,22.637,72.559,17.477,,
328,9/5/2017 23:00,22.661,72.622,17.513,,
329,9/6/2017 0:00,24.392,67.129,17.921,,
330,9/6/2017 1:00,24.368,67.155,17.904,,
331,9/6/2017 2:00,24.368,67.065,17.883,,
332,9/6/2017 3:00,24.368,67.065,17.883,,
333,9/6/2017 4:00,24.392,67.189,17.935,,
334,9/6/2017 5:00,24.368,67.005,17.869,,
335,9/6/2017 6:00,24.368,67.125,17.897,,
336,9/6/2017 7:00,24.32,67.056,17.835,,
337,9/6/2017 8:00,22.637,72.471,17.457,,
338,9/6/2017 9:00,22.589,72.491,17.416,,
339,9/6/2017 10:00,22.613,72.554,17.452,,
340,9/6/2017 11:00,22.589,72.754,17.473,,
341,9/6/2017 12:00,22.541,72.511,17.374,,
342,9/6/2017 13:00,22.565,72.633,17.424,,
343,9/6/2017 14:00,22.589,72.579,17.435,,
344,9/6/2017 15:00,22.613,72.671,17.478,,
345,9/6/2017 16:00,22.661,72.651,17.52,,
346,9/6/2017 17:00,22.685,72.743,17.563,,
347,9/6/2017 18:00,22.685,72.685,17.55,,
348,9/6/2017 19:00,22.637,72.764,17.521,,
349,9/6/2017 20:00,22.613,72.583,17.459,,
350,9/6/2017 21:00,22.589,72.579,17.435,,
351,9/6/2017 22:00,22.661,72.446,17.475,,
352,9/6/2017 23:00,22.637,72.851,17.54,,
353,9/7/2017 0:00,24.392,67.159,17.928,,
354,9/7/2017 1:00,24.368,66.855,17.833,,
355,9/7/2017 2:00,24.392,67.069,17.907,,
356,9/7/2017 3:00,24.392,66.979,17.885,,
357,9/7/2017 4:00,24.392,66.979,17.885,,
358,9/7/2017 5:00,24.392,67.039,17.9,,
359,9/7/2017 6:00,24.392,66.889,17.864,,
360,9/7/2017 7:00,24.344,67.211,17.894,,
361,9/7/2017 8:00,22.661,72.534,17.494,,
362,9/7/2017 9:00,22.637,72.266,17.412,,
363,9/7/2017 10:00,22.565,72.75,17.449,,
364,9/7/2017 11:00,22.493,72.794,17.39,,
365,9/7/2017 12:00,22.685,72.568,17.525,,
366,9/7/2017 13:00,22.757,72.582,17.597,,
367,9/7/2017 14:00,22.613,73.372,17.63,,
368,9/7/2017 15:00,22.517,72.857,17.426,,
369,9/7/2017 16:00,22.541,72.774,17.431,,
370,9/7/2017 17:00,22.685,72.568,17.525,,
371,9/7/2017 18:00,22.709,72.602,17.555,,
372,9/7/2017 19:00,22.613,72.759,17.497,,
373,9/7/2017 20:00,22.589,72.608,17.441,,
374,9/7/2017 21:00,22.613,72.613,17.465,,
375,9/7/2017 22:00,22.661,72.68,17.526,,
376,9/7/2017 23:00,22.637,72.617,17.489,,
377,9/8/2017 0:00,24.392,67.189,17.935,,
378,9/8/2017 1:00,24.392,67.189,17.935,,
379,9/8/2017 2:00,24.392,67.099,17.914,,
380,9/8/2017 3:00,24.392,67.159,17.928,,
381,9/8/2017 4:00,24.392,66.979,17.885,,
382,9/8/2017 5:00,24.368,66.885,17.84,,
383,9/8/2017 6:00,24.417,66.923,17.895,,
384,9/8/2017 7:00,24.344,67.211,17.894,,
385,9/8/2017 8:00,22.661,72.3,17.443,,
386,9/8/2017 9:00,22.565,73.042,17.513,,
387,9/8/2017 10:00,22.613,72.466,17.433,,
388,9/8/2017 11:00,22.661,72.388,17.462,,
389,9/8/2017 12:00,22.637,72.324,17.425,,
390,9/8/2017 13:00,22.637,72.442,17.451,,
391,9/8/2017 14:00,22.613,72.73,17.491,,
392,9/8/2017 15:00,22.589,72.754,17.473,,
393,9/8/2017 16:00,22.589,72.667,17.454,,
394,9/8/2017 17:00,22.589,72.667,17.454,,
395,9/8/2017 18:00,22.637,72.617,17.489,,
396,9/8/2017 19:00,22.637,72.647,17.496,,
397,9/8/2017 20:00,22.613,72.671,17.478,,
398,9/8/2017 21:00,22.661,72.446,17.475,,
399,9/8/2017 22:00,22.661,72.27,17.436,,
400,9/8/2017 23:00,22.685,72.392,17.486,,
401,9/9/2017 0:00,24.465,66.962,17.95,,
402,9/9/2017 1:00,24.417,67.043,17.924,,
403,9/9/2017 2:00,24.392,67.069,17.907,,
404,9/9/2017 3:00,24.392,67.129,17.921,,
405,9/9/2017 4:00,24.392,67.039,17.9,,
406,9/9/2017 5:00,24.417,67.103,17.938,,
407,9/9/2017 6:00,24.392,67.009,17.893,,
408,9/9/2017 7:00,24.344,67.181,17.887,,
409,9/9/2017 8:00,22.565,70.607,16.976,,
410,9/9/2017 9:00,22.637,72.09,17.374,,
411,9/9/2017 10:00,22.589,72.022,17.313,,
412,9/9/2017 11:00,22.661,72.036,17.385,,
413,9/9/2017 12:00,22.637,72.237,17.406,,
414,9/9/2017 13:00,22.637,71.973,17.348,,
415,9/9/2017 14:00,22.661,72.3,17.443,,
416,9/9/2017 15:00,22.613,71.968,17.324,,
417,9/9/2017 16:00,22.613,72.144,17.363,,
418,9/9/2017 17:00,22.589,72.081,17.326,,
419,9/9/2017 18:00,22.637,72.031,17.361,,
420,9/9/2017 19:00,22.637,72.237,17.406,,
421,9/9/2017 20:00,22.589,72.374,17.39,,
422,9/9/2017 21:00,22.661,72.095,17.398,,
423,9/9/2017 22:00,22.685,71.982,17.396,,
424,9/9/2017 23:00,22.709,72.221,17.472,,
425,9/10/2017 0:00,24.441,66.987,17.933,,
426,9/10/2017 1:00,24.392,67.189,17.935,,
427,9/10/2017 2:00,24.392,67.009,17.893,,
428,9/10/2017 3:00,24.368,67.155,17.904,,
429,9/10/2017 4:00,24.392,67.099,17.914,,
430,9/10/2017 5:00,24.392,67.129,17.921,,
431,9/10/2017 6:00,24.392,67.129,17.921,,
432,9/10/2017 7:00,24.32,66.786,17.771,,
433,9/10/2017 8:00,22.589,72.55,17.428,,
434,9/10/2017 9:00,22.589,72.315,17.377,,
435,9/10/2017 10:00,22.589,72.462,17.409,,
436,9/10/2017 11:00,22.613,72.437,17.427,,
437,9/10/2017 12:00,22.661,72.27,17.436,,
438,9/10/2017 13:00,22.637,72.5,17.464,,
439,9/10/2017 14:00,22.709,72.397,17.51,,
440,9/10/2017 15:00,22.733,72.226,17.496,,
441,9/10/2017 16:00,22.805,72.181,17.555,,
442,9/10/2017 17:00,22.757,72.347,17.545,,
443,9/10/2017 18:00,22.709,72.455,17.523,,
444,9/10/2017 19:00,22.733,72.343,17.521,,
445,9/10/2017 20:00,22.661,72.388,17.462,,
446,9/10/2017 21:00,22.685,72.246,17.454,,
447,9/10/2017 22:00,22.685,72.334,17.473,,
448,9/10/2017 23:00,22.685,72.334,17.473,,
449,9/11/2017 0:00,24.537,67.275,18.094,,
450,9/11/2017 1:00,24.392,67.009,17.893,,
451,9/11/2017 2:00,24.392,67.159,17.928,,
452,9/11/2017 3:00,24.344,67.211,17.894,,
453,9/11/2017 4:00,24.368,67.215,17.918,,
454,9/11/2017 5:00,24.368,67.155,17.904,,
455,9/11/2017 6:00,24.513,70.821,18.892,,
456,9/11/2017 7:00,24.973,73.212,19.868,,
457,9/11/2017 8:00,25.191,75.425,20.561,,
458,9/11/2017 9:00,25.312,77.719,21.166,,
459,9/11/2017 10:00,25.385,79.611,21.63,,
460,9/11/2017 11:00,25.458,81.118,22.009,,
461,9/11/2017 12:00,25.482,82.38,22.286,,
462,9/11/2017 13:00,25.531,83.47,22.551,,
463,9/11/2017 14:00,25.555,84.494,22.776,,
464,9/11/2017 15:00,25.555,85.481,22.968,,
465,9/11/2017 16:00,25.555,86.127,23.093,,
466,9/11/2017 17:00,25.579,86.722,23.231,,
467,9/11/2017 18:00,25.579,87.197,23.321,,
468,9/11/2017 19:00,25.603,87.538,23.41,,
469,9/11/2017 20:00,25.628,87.85,23.493,,
470,9/11/2017 21:00,25.652,88.162,23.576,,
471,9/11/2017 22:00,25.676,88.446,23.653,,
472,9/11/2017 23:00,25.725,88.736,23.756,,
473,9/12/2017 0:00,25.749,88.963,23.822,,
474,9/12/2017 1:00,25.774,89.136,23.879,,
475,9/12/2017 2:00,25.798,89.363,23.945,,
476,9/12/2017 3:00,25.822,89.535,24.001,,
477,9/12/2017 4:00,25.822,89.701,24.032,,
478,9/12/2017 5:00,23.693,71.967,18.362,,
479,9/12/2017 6:00,24.465,67.502,18.078,,
480,9/12/2017 7:00,24.417,67.253,17.974,,
481,9/12/2017 8:00,22.733,72.401,17.534,,
482,9/12/2017 9:00,22.757,72.699,17.622,,
483,9/12/2017 10:00,22.757,72.406,17.558,,
484,9/12/2017 11:00,22.757,72.289,17.533,,
485,9/12/2017 12:00,22.685,72.246,17.454,,
486,9/12/2017 13:00,22.709,72.543,17.542,,
487,9/12/2017 14:00,22.661,72.71,17.533,,
488,9/12/2017 15:00,22.613,72.964,17.542,,
489,9/12/2017 16:00,22.637,72.793,17.528,,
490,9/12/2017 17:00,22.637,72.793,17.528,,
491,9/12/2017 18:00,22.613,72.788,17.504,,
492,9/12/2017 19:00,22.685,72.714,17.557,,
493,9/12/2017 20:00,22.661,72.622,17.513,,
494,9/12/2017 21:00,22.661,72.505,17.488,,
495,9/12/2017 22:00,22.733,72.313,17.515,,
496,9/12/2017 23:00,22.709,72.572,17.549,,
497,9/13/2017 0:00,24.417,67.374,18.002,,
498,9/13/2017 1:00,24.392,67.279,17.957,,
499,9/13/2017 2:00,24.368,67.545,17.996,,
500,9/13/2017 3:00,24.368,67.275,17.933,,
501,9/13/2017 4:00,24.392,67.249,17.95,,
502,9/13/2017 5:00,24.368,67.215,17.918,,
503,9/13/2017 6:00,24.561,67.129,18.082,,
504,9/13/2017 7:00,24.272,67.288,17.844,,
