Plot Title: Diapause,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10997590, SEN S/N: 10997590)","RH, % (LGR S/N: 10997590, SEN S/N: 10997590)","DewPt, °C (LGR S/N: 10997590, SEN S/N: 10997590)","Host Connected (LGR S/N: 10997590, SEN S/N: 10997590)","End Of File (LGR S/N: 10997590, SEN S/N: 10997590)"
168,4/24/2017 22:00,22.973,65.721,16.235,,
169,4/24/2017 22:30,22.949,64.811,15.993,,
170,4/24/2017 23:00,22.973,65.029,16.069,,
171,4/24/2017 23:30,22.997,65.175,16.127,,
172,4/25/2017 0:00,22.973,65.721,16.235,,
173,4/25/2017 0:30,22.973,65.695,16.229,,
174,4/25/2017 1:00,22.997,64.95,16.073,,
175,4/25/2017 1:30,22.973,65.564,16.198,,
176,4/25/2017 2:00,22.997,64.679,16.007,,
177,4/25/2017 2:30,22.973,65.538,16.191,,
178,4/25/2017 3:00,22.997,65.379,16.176,,
179,4/25/2017 3:30,22.997,64.875,16.055,,
180,4/25/2017 4:00,22.997,65.15,16.121,,
181,4/25/2017 4:30,22.973,65.205,16.111,,
182,4/25/2017 5:00,22.997,64.851,16.049,,
183,4/25/2017 5:30,22.973,65.538,16.191,,
184,4/25/2017 6:00,22.997,65.559,16.219,,
185,4/25/2017 6:30,22.853,62.981,15.455,,
186,4/25/2017 7:00,22.805,61.89,15.137,,
187,4/25/2017 7:30,22.805,62.287,15.236,,
188,4/25/2017 8:00,22.829,62.062,15.203,,
189,4/25/2017 8:30,22.829,61.924,15.168,,
190,4/25/2017 9:00,22.829,62.65,15.35,,
191,4/25/2017 9:30,22.829,62.465,15.304,,
192,4/25/2017 10:00,22.805,62.718,15.344,,
193,4/25/2017 10:30,22.781,62.806,15.343,,
194,4/25/2017 11:00,22.781,62.744,15.328,,
195,4/25/2017 11:30,22.805,62.511,15.292,,
196,4/25/2017 12:00,22.805,62.759,15.354,,
197,4/25/2017 12:30,22.829,62.465,15.304,,
198,4/25/2017 13:00,22.805,62.822,15.37,,
199,4/25/2017 13:30,22.829,62.796,15.386,,
200,4/25/2017 14:00,22.829,62.775,15.381,,
201,4/25/2017 14:30,22.829,63.072,15.454,,
202,4/25/2017 15:00,22.853,62.854,15.423,,
203,4/25/2017 15:30,22.853,62.604,15.361,,
204,4/25/2017 16:00,22.829,62.63,15.345,,
205,4/25/2017 16:30,22.781,62.557,15.281,,
206,4/25/2017 17:00,22.757,62.583,15.265,,
207,4/25/2017 17:30,22.781,62.619,15.297,,
208,4/25/2017 18:00,22.781,62.557,15.281,,
209,4/25/2017 18:30,22.925,64.146,15.809,,
210,4/25/2017 19:00,22.949,65.033,16.047,,
211,4/25/2017 19:30,22.925,65.367,16.105,,
212,4/25/2017 20:00,22.901,65.422,16.095,,
213,4/25/2017 20:30,23.021,65.712,16.279,,
214,4/25/2017 21:00,22.949,65.235,16.096,,
215,4/25/2017 21:30,22.973,65.129,16.093,,
216,4/25/2017 22:00,22.973,63.952,15.807,,
217,4/25/2017 22:30,22.949,64.52,15.923,,
218,4/25/2017 23:00,22.949,65.752,16.22,,
219,4/25/2017 23:30,22.973,65.434,16.166,,
220,4/26/2017 0:00,22.973,64.905,16.039,,
221,4/26/2017 0:30,22.973,64.929,16.045,,
222,4/26/2017 1:00,22.997,64.679,16.007,,
223,4/26/2017 1:30,22.973,64.733,15.997,,
224,4/26/2017 2:00,22.973,64.254,15.881,,
225,4/26/2017 2:30,22.973,65.281,16.13,,
226,4/26/2017 3:00,22.997,64.631,15.995,,
227,4/26/2017 3:30,22.973,64.88,16.033,,
228,4/26/2017 4:00,22.973,64.954,16.051,,
229,4/26/2017 4:30,22.997,65.124,16.115,,
230,4/26/2017 5:00,22.997,65.533,16.213,,
231,4/26/2017 5:30,22.973,65.179,16.105,,
232,4/26/2017 6:00,22.997,64.415,15.943,,
233,4/26/2017 6:30,22.781,62.785,15.338,,
234,4/26/2017 7:00,22.805,62.759,15.354,,
235,4/26/2017 7:30,22.781,62.455,15.256,,
236,4/26/2017 8:00,22.781,62.393,15.24,,
237,4/26/2017 8:30,22.805,62.739,15.349,,
238,4/26/2017 9:00,22.805,62.843,15.375,,
239,4/26/2017 9:30,22.805,63.013,15.417,,
240,4/26/2017 10:00,22.757,61.861,15.084,,
241,4/26/2017 10:30,22.709,62.511,15.202,,
242,4/26/2017 11:00,22.757,62.749,15.306,,
243,4/26/2017 11:30,22.733,62.383,15.193,,
244,4/26/2017 12:00,22.733,62.323,15.177,,
245,4/26/2017 12:30,22.733,62.282,15.167,,
246,4/26/2017 13:00,22.757,62.419,15.224,,
247,4/26/2017 13:30,22.781,62.092,15.165,,
248,4/26/2017 14:00,22.709,62.429,15.181,,
249,4/26/2017 14:30,22.733,62.282,15.167,,
250,4/26/2017 15:00,22.637,53.068,12.609,,
251,4/26/2017 15:30,22.781,61.115,14.918,,
252,4/26/2017 16:00,22.733,61.596,14.995,,
253,4/26/2017 16:30,22.829,62.042,15.198,,
254,4/26/2017 17:00,22.781,62.598,15.291,,
255,4/26/2017 17:30,22.805,62.614,15.318,,
256,4/26/2017 18:00,22.829,63.093,15.46,,
257,4/26/2017 18:30,22.973,63.567,15.713,,
258,4/26/2017 19:00,23.021,64.482,15.982,,
259,4/26/2017 19:30,23.021,65.323,16.185,,
260,4/26/2017 20:00,22.997,64.728,16.019,,
261,4/26/2017 20:30,22.901,63.852,15.715,,
262,4/26/2017 21:00,22.925,64.477,15.89,,
263,4/26/2017 21:30,22.973,65.486,16.179,,
264,4/26/2017 22:00,22.973,64.09,15.841,,
265,4/26/2017 22:30,22.949,64.811,15.993,,
266,4/26/2017 23:00,22.949,64.86,16.005,,
267,4/26/2017 23:30,22.973,65.104,16.087,,
268,4/27/2017 0:00,22.973,64.929,16.045,,
269,4/27/2017 0:30,22.973,65.409,16.16,,
270,4/27/2017 1:00,22.973,65.564,16.198,,
271,4/27/2017 1:30,22.973,65.642,16.216,,
272,4/27/2017 2:00,22.973,64.563,15.956,,
273,4/27/2017 2:30,22.973,65.255,16.123,,
274,4/27/2017 3:00,22.973,64.372,15.91,,
275,4/27/2017 3:30,22.973,64.684,15.986,,
276,4/27/2017 4:00,22.973,64.684,15.986,,
277,4/27/2017 4:30,22.973,64.806,16.015,,
278,4/27/2017 5:00,22.997,64.704,16.013,,
279,4/27/2017 5:30,22.997,65.074,16.103,,
280,4/27/2017 6:00,22.973,64.88,16.033,,
281,4/27/2017 6:30,22.805,62.718,15.344,,
282,4/27/2017 7:00,22.805,62.429,15.272,,
283,4/27/2017 7:30,22.829,62.838,15.396,,
284,4/27/2017 8:00,22.805,62.949,15.401,,
285,4/27/2017 8:30,22.829,62.022,15.193,,
286,4/27/2017 9:00,22.781,60.661,14.802,,
287,4/27/2017 9:30,22.805,61.851,15.127,,
288,4/27/2017 10:00,22.757,62.338,15.204,,
289,4/27/2017 10:30,22.757,61.959,15.109,,
290,4/27/2017 11:00,22.781,62.393,15.24,,
291,4/27/2017 11:30,22.757,62.217,15.174,,
292,4/27/2017 12:00,22.781,62.272,15.21,,
293,4/27/2017 12:30,22.757,62.419,15.224,,
294,4/27/2017 13:00,22.781,62.373,15.235,,
295,4/27/2017 13:30,22.781,62.252,15.205,,
296,4/27/2017 14:00,22.757,62.874,15.337,,
297,4/27/2017 14:30,22.781,61.934,15.125,,
298,4/27/2017 15:00,22.757,62.157,15.159,,
299,4/27/2017 15:30,22.805,62.127,15.196,,
300,4/27/2017 16:00,22.781,62.455,15.256,,
301,4/27/2017 16:30,22.877,61.992,15.23,,
302,4/27/2017 17:00,22.853,61.493,15.082,,
303,4/27/2017 17:30,22.829,61.632,15.094,,
304,4/27/2017 18:00,22.805,61.89,15.137,,
305,4/27/2017 18:30,22.949,63.661,15.713,,
306,4/27/2017 19:00,22.925,64.358,15.861,,
307,4/27/2017 19:30,22.925,64.815,15.972,,
308,4/27/2017 20:00,22.901,64.919,15.974,,
309,4/27/2017 20:30,22.973,64.806,16.015,,
310,4/27/2017 21:00,22.925,64.693,15.942,,
311,4/27/2017 21:30,22.949,65.159,16.077,,
312,4/27/2017 22:00,22.973,64.09,15.841,,
313,4/27/2017 22:30,22.877,64.51,15.852,,
314,4/27/2017 23:00,22.973,65.46,16.173,,
315,4/27/2017 23:30,22.973,64.044,15.83,,
316,4/28/2017 0:00,22.949,65.184,16.084,,
317,4/28/2017 0:30,22.949,64.002,15.797,,
318,4/28/2017 1:00,22.973,64.929,16.045,,
319,4/28/2017 1:30,22.973,64.396,15.915,,
320,4/28/2017 2:00,22.949,64.934,16.023,,
321,4/28/2017 2:30,22.973,64.905,16.039,,
322,4/28/2017 3:00,22.973,64.277,15.887,,
323,4/28/2017 3:30,22.973,64.419,15.921,,
324,4/28/2017 4:00,22.973,64.443,15.927,,
325,4/28/2017 4:30,22.997,65.353,16.17,,
326,4/28/2017 5:00,22.973,64.954,16.051,,
327,4/28/2017 5:30,22.973,64.905,16.039,,
328,4/28/2017 6:00,22.973,63.611,15.724,,
329,4/28/2017 6:30,22.805,62.167,15.206,,
330,4/28/2017 7:00,22.829,62.302,15.263,,
331,4/28/2017 7:30,22.781,62.496,15.266,,
332,4/28/2017 8:00,22.829,61.404,15.037,,
333,4/28/2017 8:30,22.829,61.671,15.104,,
334,4/28/2017 9:00,22.973,54.156,13.231,,
335,4/28/2017 9:30,22.805,61.676,15.083,,
336,4/28/2017 10:00,22.781,61.358,14.98,,
337,4/28/2017 10:30,22.733,61.75,15.034,,
338,4/28/2017 11:00,22.733,61.886,15.068,,
339,4/28/2017 11:30,22.757,61.861,15.084,,
340,4/28/2017 12:00,22.757,61.998,15.119,,
341,4/28/2017 12:30,22.733,61.886,15.068,,
342,4/28/2017 13:00,22.805,61.87,15.132,,
343,4/28/2017 13:30,22.805,62.127,15.196,,
344,4/28/2017 14:00,22.805,62.307,15.242,,
345,4/28/2017 14:30,22.853,70.124,17.143,,
346,4/28/2017 15:00,22.853,63.884,15.677,,
347,4/28/2017 15:30,22.829,62.775,15.381,,
348,4/28/2017 16:00,22.829,62.65,15.35,,
349,4/28/2017 16:30,22.805,62.187,15.211,,
350,4/28/2017 17:00,22.805,62.167,15.206,,
351,4/28/2017 17:30,22.805,62.739,15.349,,
352,4/28/2017 18:00,22.781,61.739,15.076,,
353,4/28/2017 18:30,22.877,64.606,15.876,,
354,4/28/2017 19:00,22.901,64.968,15.986,,
355,4/28/2017 19:30,22.877,64.679,15.893,,
356,4/28/2017 20:00,22.853,65.027,15.955,,
357,4/28/2017 20:30,22.925,64.742,15.954,,
358,4/28/2017 21:00,22.901,65.193,16.04,,
359,4/28/2017 21:30,22.925,64.791,15.966,,
360,4/28/2017 22:00,22.925,65.013,16.02,,
361,4/28/2017 22:30,22.925,65.088,16.038,,
362,4/28/2017 23:00,22.925,65.088,16.038,,
363,4/28/2017 23:30,22.925,65.73,16.192,,
364,4/29/2017 0:00,22.925,64.791,15.966,,
365,4/29/2017 0:30,22.949,64.592,15.94,,
366,4/29/2017 1:00,22.925,64.815,15.972,,
367,4/29/2017 1:30,22.925,64.939,16.002,,
368,4/29/2017 2:00,22.925,64.84,15.978,,
369,4/29/2017 2:30,22.949,65.009,16.041,,
370,4/29/2017 3:00,22.949,65.311,16.114,,
371,4/29/2017 3:30,22.925,64.939,16.002,,
372,4/29/2017 4:00,22.949,65.009,16.041,,
373,4/29/2017 4:30,22.973,65.306,16.136,,
374,4/29/2017 5:00,22.949,65.159,16.077,,
375,4/29/2017 5:30,22.949,65.465,16.151,,
376,4/29/2017 6:00,22.949,64.762,15.982,,
377,4/29/2017 6:30,22.805,62.991,15.412,,
378,4/29/2017 7:00,22.805,62.614,15.318,,
379,4/29/2017 7:30,22.805,61.792,15.112,,
380,4/29/2017 8:00,22.805,61.968,15.156,,
381,4/29/2017 8:30,22.781,61.681,15.062,,
382,4/29/2017 9:00,22.805,61.89,15.137,,
383,4/29/2017 9:30,22.781,61.934,15.125,,
384,4/29/2017 10:00,22.757,58.924,14.33,,
385,4/29/2017 10:30,22.805,62.635,15.323,,
386,4/29/2017 11:00,22.805,68.696,16.772,,
387,4/29/2017 11:30,23.285,64.623,16.267,,
388,4/29/2017 12:00,23.309,67.902,17.07,,
389,4/29/2017 12:30,23.285,69.023,17.306,,
390,4/29/2017 13:00,23.285,69.195,17.345,,
391,4/29/2017 13:30,23.261,68.992,17.276,,
392,4/29/2017 14:00,23.285,69.406,17.393,,
393,4/29/2017 14:30,23.285,69.335,17.377,,
394,4/29/2017 15:00,23.285,68.452,17.174,,
395,4/29/2017 15:30,23.285,68.617,17.212,,
396,4/29/2017 16:00,23.285,68.988,17.298,,
397,4/29/2017 16:30,23.309,69.652,17.473,,
398,4/29/2017 17:00,23.285,68.617,17.212,,
399,4/29/2017 17:30,23.309,69.331,17.399,,
400,4/29/2017 18:00,23.309,68.984,17.32,,
401,4/29/2017 18:30,22.853,70.616,17.254,,
402,4/29/2017 19:00,22.901,71.283,17.448,,
403,4/29/2017 19:30,22.877,71.327,17.435,,
404,4/29/2017 20:00,22.901,71.201,17.43,,
405,4/29/2017 20:30,22.853,71.168,17.377,,
406,4/29/2017 21:00,22.877,71.658,17.509,,
407,4/29/2017 21:30,22.901,71.364,17.467,,
408,4/29/2017 22:00,22.901,71.405,17.476,,
409,4/29/2017 22:30,22.877,70.846,17.328,,
410,4/29/2017 23:00,22.901,71.364,17.467,,
411,4/29/2017 23:30,22.901,71.529,17.503,,
412,4/30/2017 0:00,22.901,71.405,17.476,,
413,4/30/2017 0:30,22.925,71.651,17.553,,
414,4/30/2017 1:00,22.901,70.882,17.359,,
415,4/30/2017 1:30,22.901,71.364,17.467,,
416,4/30/2017 2:00,22.901,71.488,17.494,,
417,4/30/2017 2:30,22.925,71.279,17.471,,
418,4/30/2017 3:00,22.925,71.32,17.48,,
419,4/30/2017 3:30,22.901,71.121,17.412,,
420,4/30/2017 4:00,22.901,71.323,17.458,,
421,4/30/2017 4:30,22.901,71.612,17.522,,
422,4/30/2017 5:00,22.901,71.571,17.512,,
423,4/30/2017 5:30,22.901,71.823,17.568,,
424,4/30/2017 6:00,22.925,71.948,17.619,,
425,4/30/2017 6:30,23.333,69.363,17.43,,
426,4/30/2017 7:00,23.333,69.505,17.462,,
427,4/30/2017 7:30,23.309,69.473,17.432,,
428,4/30/2017 8:00,23.309,69.088,17.344,,
429,4/30/2017 8:30,23.285,69.477,17.41,,
430,4/30/2017 9:00,23.261,69.199,17.323,,
431,4/30/2017 9:30,23.285,69.985,17.525,,
432,4/30/2017 10:00,23.285,69.195,17.345,,
433,4/30/2017 10:30,23.261,69.48,17.388,,
434,4/30/2017 11:00,23.261,69.445,17.379,,
435,4/30/2017 11:30,23.261,69.304,17.347,,
436,4/30/2017 12:00,23.261,69.445,17.379,,
437,4/30/2017 12:30,23.261,69.659,17.428,,
438,4/30/2017 13:00,23.261,69.339,17.355,,
439,4/30/2017 13:30,23.285,69.548,17.426,,
440,4/30/2017 14:00,23.285,68.257,17.129,,
441,4/30/2017 14:30,23.285,69.874,17.5,,
442,4/30/2017 15:00,23.285,69.477,17.41,,
443,4/30/2017 15:30,23.285,69.656,17.45,,
444,4/30/2017 16:00,23.309,69.944,17.539,,
445,4/30/2017 16:30,23.309,69.544,17.448,,
446,4/30/2017 17:00,23.309,69.834,17.514,,
447,4/30/2017 17:30,23.309,69.616,17.464,,
448,4/30/2017 18:00,23.333,69.793,17.528,,
449,4/30/2017 18:30,22.877,72.127,17.612,,
450,4/30/2017 19:00,22.925,72.208,17.676,,
451,4/30/2017 19:30,22.925,72.077,17.647,,
452,4/30/2017 20:00,22.925,72.077,17.647,,
453,4/30/2017 20:30,22.853,72.174,17.6,,
454,4/30/2017 21:00,22.901,72.886,17.802,,
455,4/30/2017 21:30,22.901,72.702,17.762,,
456,4/30/2017 22:00,22.877,72.751,17.749,,
457,4/30/2017 22:30,22.877,72.981,17.799,,
458,4/30/2017 23:00,22.925,72.791,17.804,,
459,4/30/2017 23:30,22.901,72.702,17.762,,
460,5/1/2017 0:00,22.901,72.932,17.812,,
461,5/1/2017 0:30,22.925,72.836,17.814,,
462,5/1/2017 1:00,22.901,72.84,17.792,,
463,5/1/2017 1:30,22.925,73.306,17.916,,
464,5/1/2017 2:00,22.925,72.929,17.834,,
465,5/1/2017 2:30,22.925,73.353,17.927,,
466,5/1/2017 3:00,22.925,73.45,17.947,,
467,5/1/2017 3:30,22.925,72.883,17.824,,
468,5/1/2017 4:00,22.901,73.025,17.832,,
469,5/1/2017 4:30,22.925,73.258,17.906,,
470,5/1/2017 5:00,22.925,72.975,17.844,,
471,5/1/2017 5:30,22.925,73.163,17.885,,
472,5/1/2017 6:00,22.925,73.116,17.875,,
473,5/1/2017 6:30,23.357,71.218,17.872,,
474,5/1/2017 7:00,23.309,71.348,17.855,,
475,5/1/2017 7:30,23.309,71.514,17.892,,
476,5/1/2017 8:00,23.333,71.721,17.961,,
477,5/1/2017 8:30,23.333,71.099,17.822,,
478,5/1/2017 9:00,23.285,71.106,17.778,,
479,5/1/2017 9:30,23.309,71.022,17.782,,
480,5/1/2017 10:00,23.261,70.479,17.614,,
481,5/1/2017 10:30,23.285,70.63,17.671,,
482,5/1/2017 11:00,23.261,70.83,17.693,,
483,5/1/2017 11:30,23.285,71.269,17.814,,
484,5/1/2017 12:00,23.261,70.672,17.657,,
485,5/1/2017 12:30,23.237,71.441,17.806,,
486,5/1/2017 13:00,23.261,70.989,17.728,,
487,5/1/2017 13:30,23.285,71.025,17.76,,
488,5/1/2017 14:00,23.285,70.787,17.706,,
489,5/1/2017 14:30,23.285,70.63,17.671,,
490,5/1/2017 15:00,23.309,71.225,17.827,,
491,5/1/2017 15:30,23.333,71.552,17.923,,
492,5/1/2017 16:00,23.333,70.623,17.715,,
493,5/1/2017 16:30,23.357,70.198,17.642,,
494,5/1/2017 17:00,23.333,69.398,17.438,,
495,5/1/2017 17:30,23.309,68.613,17.235,,
496,5/1/2017 18:00,23.309,67.288,16.926,,
497,5/1/2017 18:30,22.829,69.268,16.926,,
498,5/1/2017 19:00,22.853,68.855,16.854,,
499,5/1/2017 19:30,22.853,68.922,16.87,,
500,5/1/2017 20:00,22.853,68.788,16.839,,
501,5/1/2017 20:30,22.949,69.284,17.044,,
502,5/1/2017 21:00,22.877,68.751,16.853,,
503,5/1/2017 21:30,22.901,68.914,16.914,,
504,5/1/2017 22:00,22.877,68.293,16.748,,
