"Plot Title: PercivalNonDiapause"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10631872, SEN S/N: 10631872)","RH, % (LGR S/N: 10631872, SEN S/N: 10631872)","Host Connected (LGR S/N: 10631872)","End Of File (LGR S/N: 10631872)"
56,08/25/17 03:00:00 PM,22.901,72.111,,
57,08/25/17 04:00:00 PM,22.685,72.890,,
58,08/25/17 05:00:00 PM,22.757,72.406,,
59,08/25/17 06:00:00 PM,22.853,72.190,,
60,08/25/17 07:00:00 PM,22.925,72.233,,
61,08/25/17 08:00:00 PM,22.901,72.580,,
62,08/25/17 09:00:00 PM,22.781,72.235,,
63,08/25/17 10:00:00 PM,22.853,72.102,,
64,08/25/17 11:00:00 PM,22.877,71.930,,
65,08/26/17 12:00:00 AM,24.392,67.219,,
66,08/26/17 01:00:00 AM,24.368,67.275,,
67,08/26/17 02:00:00 AM,24.368,67.155,,
68,08/26/17 03:00:00 AM,24.392,67.099,,
69,08/26/17 04:00:00 AM,24.368,67.035,,
70,08/26/17 05:00:00 AM,24.392,67.129,,
71,08/26/17 06:00:00 AM,24.392,67.039,,
72,08/26/17 07:00:00 AM,24.344,67.151,,
73,08/26/17 08:00:00 AM,22.805,72.181,,
74,08/26/17 09:00:00 AM,22.805,72.034,,
75,08/26/17 10:00:00 AM,22.781,72.469,,
76,08/26/17 11:00:00 AM,22.805,72.474,,
77,08/26/17 12:00:00 PM,22.781,72.528,,
78,08/26/17 01:00:00 PM,22.781,72.352,,
79,08/26/17 02:00:00 PM,22.757,72.435,,
80,08/26/17 03:00:00 PM,22.781,72.469,,
81,08/26/17 04:00:00 PM,22.829,72.156,,
82,08/26/17 05:00:00 PM,23.021,71.811,,
83,08/26/17 06:00:00 PM,23.069,71.614,,
84,08/26/17 07:00:00 PM,23.069,71.702,,
85,08/26/17 08:00:00 PM,23.045,71.609,,
86,08/26/17 09:00:00 PM,23.021,71.516,,
87,08/26/17 10:00:00 PM,23.045,71.492,,
88,08/26/17 11:00:00 PM,23.021,71.575,,
89,08/27/17 12:00:00 AM,24.392,67.249,,
90,08/27/17 01:00:00 AM,24.368,67.095,,
91,08/27/17 02:00:00 AM,24.368,67.095,,
92,08/27/17 03:00:00 AM,24.392,67.129,,
93,08/27/17 04:00:00 AM,24.368,67.065,,
94,08/27/17 05:00:00 AM,24.368,66.975,,
95,08/27/17 06:00:00 AM,24.392,67.069,,
96,08/27/17 07:00:00 AM,24.320,67.086,,
97,08/27/17 08:00:00 AM,23.045,71.609,,
98,08/27/17 09:00:00 AM,23.045,71.756,,
99,08/27/17 10:00:00 AM,23.021,71.811,,
100,08/27/17 11:00:00 AM,23.021,71.811,,
101,08/27/17 12:00:00 PM,23.045,71.609,,
102,08/27/17 01:00:00 PM,23.045,71.668,,
103,08/27/17 02:00:00 PM,23.045,71.580,,
104,08/27/17 03:00:00 PM,23.045,71.756,,
105,08/27/17 04:00:00 PM,23.021,71.869,,
106,08/27/17 05:00:00 PM,23.021,71.840,,
107,08/27/17 06:00:00 PM,23.021,71.693,,
108,08/27/17 07:00:00 PM,22.973,71.831,,
109,08/27/17 08:00:00 PM,22.997,71.718,,
110,08/27/17 09:00:00 PM,22.997,71.747,,
111,08/27/17 10:00:00 PM,23.045,71.492,,
112,08/27/17 11:00:00 PM,23.021,71.310,,
113,08/28/17 12:00:00 AM,24.392,67.159,,
114,08/28/17 01:00:00 AM,24.392,67.009,,
115,08/28/17 02:00:00 AM,24.392,67.039,,
116,08/28/17 03:00:00 AM,24.392,67.069,,
117,08/28/17 04:00:00 AM,24.392,67.039,,
118,08/28/17 05:00:00 AM,24.392,66.949,,
119,08/28/17 06:00:00 AM,24.417,66.833,,
120,08/28/17 07:00:00 AM,24.320,67.206,,
121,08/28/17 08:00:00 AM,22.973,71.154,,
122,08/28/17 09:00:00 AM,22.781,72.616,,
123,08/28/17 10:00:00 AM,22.853,71.779,,
124,08/28/17 11:00:00 AM,22.949,71.679,,
125,08/28/17 12:00:00 PM,22.853,72.366,,
126,08/28/17 01:00:00 PM,22.805,72.269,,
127,08/28/17 02:00:00 PM,22.829,72.038,,
128,08/28/17 03:00:00 PM,22.949,71.797,,
129,08/28/17 04:00:00 PM,22.805,72.562,,
130,08/28/17 05:00:00 PM,22.805,72.503,,
131,08/28/17 06:00:00 PM,22.901,71.670,,
132,08/28/17 07:00:00 PM,22.949,72.003,,
133,08/28/17 08:00:00 PM,22.853,72.424,,
134,08/28/17 09:00:00 PM,22.877,72.136,,
135,08/28/17 10:00:00 PM,22.901,71.993,,
136,08/28/17 11:00:00 PM,22.877,71.783,,
137,08/29/17 12:00:00 AM,24.392,67.009,,
138,08/29/17 01:00:00 AM,24.392,67.009,,
139,08/29/17 02:00:00 AM,24.392,67.009,,
140,08/29/17 03:00:00 AM,24.392,67.099,,
141,08/29/17 04:00:00 AM,24.392,67.039,,
142,08/29/17 05:00:00 AM,24.392,66.889,,
143,08/29/17 06:00:00 AM,24.417,66.893,,
144,08/29/17 07:00:00 AM,24.344,66.940,,
145,08/29/17 08:00:00 AM,22.925,71.469,,
146,08/29/17 09:00:00 AM,22.949,71.150,,
147,08/29/17 10:00:00 AM,23.021,71.781,,
148,08/29/17 11:00:00 AM,22.973,72.682,,
149,08/29/17 12:00:00 PM,22.733,71.256,,
150,08/29/17 01:00:00 PM,22.709,71.605,,
151,08/29/17 02:00:00 PM,22.661,72.241,,
152,08/29/17 03:00:00 PM,22.853,71.955,,
153,08/29/17 04:00:00 PM,23.069,71.643,,
154,08/29/17 05:00:00 PM,22.805,72.737,,
155,08/29/17 06:00:00 PM,22.757,71.555,,
156,08/29/17 07:00:00 PM,22.877,71.813,,
157,08/29/17 08:00:00 PM,22.925,71.734,,
158,08/29/17 09:00:00 PM,22.901,71.964,,
159,08/29/17 10:00:00 PM,22.901,71.817,,
160,08/29/17 11:00:00 PM,22.901,71.788,,
161,08/30/17 12:00:00 AM,24.368,66.945,,
162,08/30/17 01:00:00 AM,24.368,67.155,,
163,08/30/17 02:00:00 AM,24.368,67.185,,
164,08/30/17 03:00:00 AM,24.392,66.979,,
165,08/30/17 04:00:00 AM,24.368,66.915,,
166,08/30/17 05:00:00 AM,24.392,66.889,,
167,08/30/17 06:00:00 AM,24.392,66.889,,
168,08/30/17 07:00:00 AM,24.344,66.970,,
169,08/30/17 08:00:00 AM,22.853,71.984,,
170,08/30/17 09:00:00 AM,22.805,72.356,,
171,08/30/17 10:00:00 AM,22.925,71.675,,
172,08/30/17 11:00:00 AM,23.021,71.869,,
173,08/30/17 12:00:00 PM,22.949,72.208,,
174,08/30/17 01:00:00 PM,22.877,72.165,,
175,08/30/17 02:00:00 PM,22.829,72.185,,
176,08/30/17 03:00:00 PM,22.829,72.126,,
177,08/30/17 04:00:00 PM,22.901,71.817,,
178,08/30/17 05:00:00 PM,23.021,72.398,,
179,08/30/17 06:00:00 PM,22.877,72.165,,
180,08/30/17 07:00:00 PM,22.853,72.102,,
181,08/30/17 08:00:00 PM,22.829,72.097,,
182,08/30/17 09:00:00 PM,22.877,71.871,,
183,08/30/17 10:00:00 PM,22.901,71.905,,
184,08/30/17 11:00:00 PM,22.901,71.935,,
185,08/31/17 12:00:00 AM,24.392,67.039,,
186,08/31/17 01:00:00 AM,24.392,67.099,,
187,08/31/17 02:00:00 AM,24.368,67.065,,
188,08/31/17 03:00:00 AM,24.368,67.035,,
189,08/31/17 04:00:00 AM,24.368,66.915,,
190,08/31/17 05:00:00 AM,24.368,67.065,,
191,08/31/17 06:00:00 AM,24.392,66.919,,
192,08/31/17 07:00:00 AM,24.320,66.936,,
193,08/31/17 08:00:00 AM,22.853,71.808,,
194,08/31/17 09:00:00 AM,22.877,71.254,,
195,08/31/17 10:00:00 AM,22.949,71.797,,
196,08/31/17 11:00:00 AM,22.925,71.763,,
197,08/31/17 12:00:00 PM,22.949,71.591,,
198,08/31/17 01:00:00 PM,22.997,71.806,,
199,08/31/17 02:00:00 PM,23.069,72.143,,
200,08/31/17 03:00:00 PM,23.045,71.786,,
201,08/31/17 04:00:00 PM,22.949,71.797,,
202,08/31/17 05:00:00 PM,22.949,71.856,,
203,08/31/17 06:00:00 PM,22.901,71.905,,
204,08/31/17 07:00:00 PM,23.021,71.811,,
205,08/31/17 08:00:00 PM,23.069,71.908,,
206,08/31/17 09:00:00 PM,22.997,71.806,,
207,08/31/17 10:00:00 PM,22.997,71.865,,
208,08/31/17 11:00:00 PM,23.021,71.752,,
209,09/01/17 12:00:00 AM,24.344,67.301,,
210,09/01/17 01:00:00 AM,24.344,67.241,,
211,09/01/17 02:00:00 AM,24.344,67.331,,
212,09/01/17 03:00:00 AM,24.344,67.331,,
213,09/01/17 04:00:00 AM,24.344,67.271,,
214,09/01/17 05:00:00 AM,24.344,67.331,,
215,09/01/17 06:00:00 AM,24.344,67.241,,
216,09/01/17 07:00:00 AM,24.296,67.262,,
217,09/01/17 08:00:00 AM,22.997,71.894,,
218,09/01/17 09:00:00 AM,22.997,71.659,,
219,09/01/17 10:00:00 AM,22.973,71.978,,
220,09/01/17 11:00:00 AM,22.973,71.860,,
221,09/01/17 12:00:00 PM,23.021,71.634,,
222,09/01/17 01:00:00 PM,23.069,71.467,,
223,09/01/17 02:00:00 PM,23.093,71.501,,
224,09/01/17 03:00:00 PM,23.093,71.883,,
225,09/01/17 04:00:00 PM,22.997,72.129,,
226,09/01/17 05:00:00 PM,22.949,72.149,,
227,09/01/17 06:00:00 PM,22.925,72.467,,
228,09/01/17 07:00:00 PM,22.949,72.149,,
229,09/01/17 08:00:00 PM,22.973,71.919,,
230,09/01/17 09:00:00 PM,22.997,71.953,,
231,09/01/17 10:00:00 PM,23.021,71.869,,
232,09/01/17 11:00:00 PM,23.021,71.869,,
233,09/02/17 12:00:00 AM,24.368,67.305,,
234,09/02/17 01:00:00 AM,24.344,67.211,,
235,09/02/17 02:00:00 AM,24.368,67.185,,
236,09/02/17 03:00:00 AM,24.368,67.335,,
237,09/02/17 04:00:00 AM,24.368,67.275,,
238,09/02/17 05:00:00 AM,24.368,67.155,,
239,09/02/17 06:00:00 AM,24.368,67.095,,
240,09/02/17 07:00:00 AM,24.296,67.082,,
241,09/02/17 08:00:00 AM,22.997,71.453,,
242,09/02/17 09:00:00 AM,23.021,71.722,,
243,09/02/17 10:00:00 AM,22.997,71.806,,
244,09/02/17 11:00:00 AM,22.997,71.600,,
245,09/02/17 12:00:00 PM,22.973,71.625,,
246,09/02/17 01:00:00 PM,22.997,71.718,,
247,09/02/17 02:00:00 PM,22.997,71.512,,
248,09/02/17 03:00:00 PM,23.045,71.403,,
249,09/02/17 04:00:00 PM,23.069,71.731,,
250,09/02/17 05:00:00 PM,23.093,71.942,,
251,09/02/17 06:00:00 PM,23.117,72.387,,
252,09/02/17 07:00:00 PM,23.069,72.671,,
253,09/02/17 08:00:00 PM,23.045,72.695,,
254,09/02/17 09:00:00 PM,22.997,71.835,,
255,09/02/17 10:00:00 PM,23.021,71.928,,
256,09/02/17 11:00:00 PM,23.045,71.874,,
257,09/03/17 12:00:00 AM,24.368,67.335,,
258,09/03/17 01:00:00 AM,24.368,67.305,,
259,09/03/17 02:00:00 AM,24.368,67.245,,
260,09/03/17 03:00:00 AM,24.368,67.245,,
261,09/03/17 04:00:00 AM,24.368,67.215,,
262,09/03/17 05:00:00 AM,24.368,67.215,,
263,09/03/17 06:00:00 AM,24.368,67.155,,
264,09/03/17 07:00:00 AM,24.320,67.386,,
265,09/03/17 08:00:00 AM,23.093,71.942,,
266,09/03/17 09:00:00 AM,23.093,71.795,,
267,09/03/17 10:00:00 AM,23.093,71.971,,
268,09/03/17 11:00:00 AM,23.069,72.025,,
269,09/03/17 12:00:00 PM,22.853,72.834,,
270,09/03/17 01:00:00 PM,22.973,63.054,,
271,09/03/17 02:00:00 PM,22.853,72.336,,
272,09/03/17 03:00:00 PM,22.853,72.278,,
273,09/03/17 04:00:00 PM,22.661,72.710,,
274,09/03/17 05:00:00 PM,22.661,72.505,,
275,09/03/17 06:00:00 PM,22.613,73.431,,
276,09/03/17 07:00:00 PM,22.685,72.480,,
277,09/03/17 08:00:00 PM,22.661,72.710,,
278,09/03/17 09:00:00 PM,22.709,72.572,,
279,09/03/17 10:00:00 PM,22.733,72.167,,
280,09/03/17 11:00:00 PM,22.709,72.280,,
281,09/04/17 12:00:00 AM,24.392,67.099,,
282,09/04/17 01:00:00 AM,24.392,67.159,,
283,09/04/17 02:00:00 AM,24.392,66.979,,
284,09/04/17 03:00:00 AM,24.392,67.129,,
285,09/04/17 04:00:00 AM,24.392,67.009,,
286,09/04/17 05:00:00 AM,24.368,67.035,,
287,09/04/17 06:00:00 AM,24.392,66.919,,
288,09/04/17 07:00:00 AM,24.344,67.181,,
289,09/04/17 08:00:00 AM,22.781,72.293,,
290,09/04/17 09:00:00 AM,22.757,72.406,,
291,09/04/17 10:00:00 AM,22.733,67.315,,
292,09/04/17 11:00:00 AM,22.661,72.241,,
293,09/04/17 12:00:00 PM,22.637,72.559,,
294,09/04/17 01:00:00 PM,22.661,72.505,,
295,09/04/17 02:00:00 PM,22.661,72.563,,
296,09/04/17 03:00:00 PM,22.613,72.759,,
297,09/04/17 04:00:00 PM,22.637,72.383,,
298,09/04/17 05:00:00 PM,22.613,72.525,,
299,09/04/17 06:00:00 PM,22.661,72.358,,
300,09/04/17 07:00:00 PM,22.709,72.045,,
301,09/04/17 08:00:00 PM,22.757,72.142,,
302,09/04/17 09:00:00 PM,22.709,72.426,,
303,09/04/17 10:00:00 PM,22.709,72.338,,
304,09/04/17 11:00:00 PM,22.709,72.426,,
305,09/05/17 12:00:00 AM,24.392,67.309,,
306,09/05/17 01:00:00 AM,24.392,67.309,,
307,09/05/17 02:00:00 AM,24.392,67.069,,
308,09/05/17 03:00:00 AM,24.392,67.129,,
309,09/05/17 04:00:00 AM,24.392,67.069,,
310,09/05/17 05:00:00 AM,24.368,67.095,,
311,09/05/17 06:00:00 AM,24.392,67.039,,
312,09/05/17 07:00:00 AM,24.368,67.305,,
313,09/05/17 08:00:00 AM,22.757,72.142,,
314,09/05/17 09:00:00 AM,22.709,72.455,,
315,09/05/17 10:00:00 AM,22.709,72.426,,
316,09/05/17 11:00:00 AM,22.493,73.699,,
317,09/05/17 12:00:00 PM,22.613,72.613,,
318,09/05/17 01:00:00 PM,22.589,72.550,,
319,09/05/17 02:00:00 PM,22.541,72.628,,
320,09/05/17 03:00:00 PM,22.661,73.090,,
321,09/05/17 04:00:00 PM,22.685,72.948,,
322,09/05/17 05:00:00 PM,22.661,72.797,,
323,09/05/17 06:00:00 PM,22.637,72.529,,
324,09/05/17 07:00:00 PM,22.613,72.408,,
325,09/05/17 08:00:00 PM,22.589,72.696,,
326,09/05/17 09:00:00 PM,22.637,72.471,,
327,09/05/17 10:00:00 PM,22.637,72.559,,
328,09/05/17 11:00:00 PM,22.661,72.622,,
329,09/06/17 12:00:00 AM,24.392,67.129,,
330,09/06/17 01:00:00 AM,24.368,67.155,,
331,09/06/17 02:00:00 AM,24.368,67.065,,
332,09/06/17 03:00:00 AM,24.368,67.065,,
333,09/06/17 04:00:00 AM,24.392,67.189,,
334,09/06/17 05:00:00 AM,24.368,67.005,,
335,09/06/17 06:00:00 AM,24.368,67.125,,
336,09/06/17 07:00:00 AM,24.320,67.056,,
337,09/06/17 08:00:00 AM,22.637,72.471,,
338,09/06/17 09:00:00 AM,22.589,72.491,,
339,09/06/17 10:00:00 AM,22.613,72.554,,
340,09/06/17 11:00:00 AM,22.589,72.754,,
341,09/06/17 12:00:00 PM,22.541,72.511,,
342,09/06/17 01:00:00 PM,22.565,72.633,,
343,09/06/17 02:00:00 PM,22.589,72.579,,
344,09/06/17 03:00:00 PM,22.613,72.671,,
345,09/06/17 04:00:00 PM,22.661,72.651,,
346,09/06/17 05:00:00 PM,22.685,72.743,,
347,09/06/17 06:00:00 PM,22.685,72.685,,
348,09/06/17 07:00:00 PM,22.637,72.764,,
349,09/06/17 08:00:00 PM,22.613,72.583,,
350,09/06/17 09:00:00 PM,22.589,72.579,,
351,09/06/17 10:00:00 PM,22.661,72.446,,
352,09/06/17 11:00:00 PM,22.637,72.851,,
353,09/07/17 12:00:00 AM,24.392,67.159,,
354,09/07/17 01:00:00 AM,24.368,66.855,,
355,09/07/17 02:00:00 AM,24.392,67.069,,
356,09/07/17 03:00:00 AM,24.392,66.979,,
357,09/07/17 04:00:00 AM,24.392,66.979,,
358,09/07/17 05:00:00 AM,24.392,67.039,,
359,09/07/17 06:00:00 AM,24.392,66.889,,
360,09/07/17 07:00:00 AM,24.344,67.211,,
361,09/07/17 08:00:00 AM,22.661,72.534,,
362,09/07/17 09:00:00 AM,22.637,72.266,,
363,09/07/17 10:00:00 AM,22.565,72.750,,
364,09/07/17 11:00:00 AM,22.493,72.794,,
365,09/07/17 12:00:00 PM,22.685,72.568,,
366,09/07/17 01:00:00 PM,22.757,72.582,,
367,09/07/17 02:00:00 PM,22.613,73.372,,
368,09/07/17 03:00:00 PM,22.517,72.857,,
369,09/07/17 04:00:00 PM,22.541,72.774,,
370,09/07/17 05:00:00 PM,22.685,72.568,,
371,09/07/17 06:00:00 PM,22.709,72.602,,
372,09/07/17 07:00:00 PM,22.613,72.759,,
373,09/07/17 08:00:00 PM,22.589,72.608,,
374,09/07/17 09:00:00 PM,22.613,72.613,,
375,09/07/17 10:00:00 PM,22.661,72.680,,
376,09/07/17 11:00:00 PM,22.637,72.617,,
377,09/08/17 12:00:00 AM,24.392,67.189,,
378,09/08/17 01:00:00 AM,24.392,67.189,,
379,09/08/17 02:00:00 AM,24.392,67.099,,
380,09/08/17 03:00:00 AM,24.392,67.159,,
381,09/08/17 04:00:00 AM,24.392,66.979,,
382,09/08/17 05:00:00 AM,24.368,66.885,,
383,09/08/17 06:00:00 AM,24.417,66.923,,
384,09/08/17 07:00:00 AM,24.344,67.211,,
385,09/08/17 08:00:00 AM,22.661,72.300,,
386,09/08/17 09:00:00 AM,22.565,73.042,,
387,09/08/17 10:00:00 AM,22.613,72.466,,
388,09/08/17 11:00:00 AM,22.661,72.388,,
389,09/08/17 12:00:00 PM,22.637,72.324,,
390,09/08/17 01:00:00 PM,22.637,72.442,,
391,09/08/17 02:00:00 PM,22.613,72.730,,
392,09/08/17 03:00:00 PM,22.589,72.754,,
393,09/08/17 04:00:00 PM,22.589,72.667,,
394,09/08/17 05:00:00 PM,22.589,72.667,,
395,09/08/17 06:00:00 PM,22.637,72.617,,
396,09/08/17 07:00:00 PM,22.637,72.647,,
397,09/08/17 08:00:00 PM,22.613,72.671,,
398,09/08/17 09:00:00 PM,22.661,72.446,,
399,09/08/17 10:00:00 PM,22.661,72.270,,
400,09/08/17 11:00:00 PM,22.685,72.392,,
401,09/09/17 12:00:00 AM,24.465,66.962,,
402,09/09/17 01:00:00 AM,24.417,67.043,,
403,09/09/17 02:00:00 AM,24.392,67.069,,
404,09/09/17 03:00:00 AM,24.392,67.129,,
405,09/09/17 04:00:00 AM,24.392,67.039,,
406,09/09/17 05:00:00 AM,24.417,67.103,,
407,09/09/17 06:00:00 AM,24.392,67.009,,
408,09/09/17 07:00:00 AM,24.344,67.181,,
409,09/09/17 08:00:00 AM,22.565,70.607,,
410,09/09/17 09:00:00 AM,22.637,72.090,,
411,09/09/17 10:00:00 AM,22.589,72.022,,
412,09/09/17 11:00:00 AM,22.661,72.036,,
413,09/09/17 12:00:00 PM,22.637,72.237,,
414,09/09/17 01:00:00 PM,22.637,71.973,,
415,09/09/17 02:00:00 PM,22.661,72.300,,
416,09/09/17 03:00:00 PM,22.613,71.968,,
417,09/09/17 04:00:00 PM,22.613,72.144,,
418,09/09/17 05:00:00 PM,22.589,72.081,,
419,09/09/17 06:00:00 PM,22.637,72.031,,
420,09/09/17 07:00:00 PM,22.637,72.237,,
421,09/09/17 08:00:00 PM,22.589,72.374,,
422,09/09/17 09:00:00 PM,22.661,72.095,,
423,09/09/17 10:00:00 PM,22.685,71.982,,
424,09/09/17 11:00:00 PM,22.709,72.221,,
425,09/10/17 12:00:00 AM,24.441,66.987,,
426,09/10/17 01:00:00 AM,24.392,67.189,,
427,09/10/17 02:00:00 AM,24.392,67.009,,
428,09/10/17 03:00:00 AM,24.368,67.155,,
429,09/10/17 04:00:00 AM,24.392,67.099,,
430,09/10/17 05:00:00 AM,24.392,67.129,,
431,09/10/17 06:00:00 AM,24.392,67.129,,
432,09/10/17 07:00:00 AM,24.320,66.786,,
433,09/10/17 08:00:00 AM,22.589,72.550,,
434,09/10/17 09:00:00 AM,22.589,72.315,,
435,09/10/17 10:00:00 AM,22.589,72.462,,
436,09/10/17 11:00:00 AM,22.613,72.437,,
437,09/10/17 12:00:00 PM,22.661,72.270,,
438,09/10/17 01:00:00 PM,22.637,72.500,,
439,09/10/17 02:00:00 PM,22.709,72.397,,
440,09/10/17 03:00:00 PM,22.733,72.226,,
441,09/10/17 04:00:00 PM,22.805,72.181,,
442,09/10/17 05:00:00 PM,22.757,72.347,,
443,09/10/17 06:00:00 PM,22.709,72.455,,
444,09/10/17 07:00:00 PM,22.733,72.343,,
445,09/10/17 08:00:00 PM,22.661,72.388,,
446,09/10/17 09:00:00 PM,22.685,72.246,,
447,09/10/17 10:00:00 PM,22.685,72.334,,
448,09/10/17 11:00:00 PM,22.685,72.334,,
449,09/11/17 12:00:00 AM,24.537,67.275,,
450,09/11/17 01:00:00 AM,24.392,67.009,,
451,09/11/17 02:00:00 AM,24.392,67.159,,
452,09/11/17 03:00:00 AM,24.344,67.211,,
453,09/11/17 04:00:00 AM,24.368,67.215,,
454,09/11/17 05:00:00 AM,24.368,67.155,,
455,09/11/17 06:00:00 AM,24.513,70.821,,
456,09/11/17 07:00:00 AM,24.973,73.212,,
457,09/11/17 08:00:00 AM,25.191,75.425,,
458,09/11/17 09:00:00 AM,25.312,77.719,,
459,09/11/17 10:00:00 AM,25.385,79.611,,
460,09/11/17 11:00:00 AM,25.458,81.118,,
461,09/11/17 12:00:00 PM,25.482,82.380,,
462,09/11/17 01:00:00 PM,25.531,83.470,,
463,09/11/17 02:00:00 PM,25.555,84.494,,
464,09/11/17 03:00:00 PM,25.555,85.481,,
465,09/11/17 04:00:00 PM,25.555,86.127,,
466,09/11/17 05:00:00 PM,25.579,86.722,,
467,09/11/17 06:00:00 PM,25.579,87.197,,
468,09/11/17 07:00:00 PM,25.603,87.538,,
469,09/11/17 08:00:00 PM,25.628,87.850,,
470,09/11/17 09:00:00 PM,25.652,88.162,,
471,09/11/17 10:00:00 PM,25.676,88.446,,
472,09/11/17 11:00:00 PM,25.725,88.736,,
473,09/12/17 12:00:00 AM,25.749,88.963,,
474,09/12/17 01:00:00 AM,25.774,89.136,,
475,09/12/17 02:00:00 AM,25.798,89.363,,
476,09/12/17 03:00:00 AM,25.822,89.535,,
477,09/12/17 04:00:00 AM,25.822,89.701,,
478,09/12/17 05:00:00 AM,23.693,71.967,,
479,09/12/17 06:00:00 AM,24.465,67.502,,
480,09/12/17 07:00:00 AM,24.417,67.253,,
481,09/12/17 08:00:00 AM,22.733,72.401,,
482,09/12/17 09:00:00 AM,22.757,72.699,,
483,09/12/17 10:00:00 AM,22.757,72.406,,
484,09/12/17 11:00:00 AM,22.757,72.289,,
485,09/12/17 12:00:00 PM,22.685,72.246,,
486,09/12/17 01:00:00 PM,22.709,72.543,,
487,09/12/17 02:00:00 PM,22.661,72.710,,
488,09/12/17 03:00:00 PM,22.613,72.964,,
489,09/12/17 04:00:00 PM,22.637,72.793,,
490,09/12/17 05:00:00 PM,22.637,72.793,,
491,09/12/17 06:00:00 PM,22.613,72.788,,
492,09/12/17 07:00:00 PM,22.685,72.714,,
493,09/12/17 08:00:00 PM,22.661,72.622,,
494,09/12/17 09:00:00 PM,22.661,72.505,,
495,09/12/17 10:00:00 PM,22.733,72.313,,
496,09/12/17 11:00:00 PM,22.709,72.572,,
497,09/13/17 12:00:00 AM,24.417,67.374,,
498,09/13/17 01:00:00 AM,24.392,67.279,,
499,09/13/17 02:00:00 AM,24.368,67.545,,
500,09/13/17 03:00:00 AM,24.368,67.275,,
501,09/13/17 04:00:00 AM,24.392,67.249,,
502,09/13/17 05:00:00 AM,24.368,67.215,,
503,09/13/17 06:00:00 AM,24.561,67.129,,
504,09/13/17 07:00:00 AM,24.272,67.288,,
505,09/13/17 08:00:00 AM,22.661,72.417,,
506,09/13/17 09:00:00 AM,22.685,76.722,,
507,09/13/17 10:00:00 AM,22.493,73.174,,
508,09/13/17 11:00:00 AM,22.541,72.570,,
