"Plot Title: Diapause"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10997590, SEN S/N: 10997590)","RH, % (LGR S/N: 10997590, SEN S/N: 10997590)","Host Connected (LGR S/N: 10997590)","End Of File (LGR S/N: 10997590)"
94,04/23/17 09:00:00 AM,22.661,63.742,,
95,04/23/17 09:30:00 AM,22.685,63.850,,
96,04/23/17 10:00:00 AM,22.685,63.625,,
97,04/23/17 10:30:00 AM,22.637,63.905,,
98,04/23/17 11:00:00 AM,22.637,63.658,,
99,04/23/17 11:30:00 AM,22.637,61.771,,
100,04/23/17 12:00:00 PM,22.637,62.732,,
101,04/23/17 12:30:00 PM,22.661,63.366,,
102,04/23/17 01:00:00 PM,22.637,63.069,,
103,04/23/17 01:30:00 PM,22.685,63.080,,
104,04/23/17 02:00:00 PM,22.685,63.493,,
105,04/23/17 02:30:00 PM,22.685,63.873,,
106,04/23/17 03:00:00 PM,22.661,63.630,,
107,04/23/17 03:30:00 PM,22.685,63.648,,
108,04/23/17 04:00:00 PM,22.685,63.471,,
109,04/23/17 04:30:00 PM,22.685,64.125,,
110,04/23/17 05:00:00 PM,22.709,62.759,,
111,04/23/17 05:30:00 PM,22.709,62.634,,
112,04/23/17 06:00:00 PM,22.685,63.080,,
113,04/23/17 06:30:00 PM,23.093,64.230,,
114,04/23/17 07:00:00 PM,23.069,62.373,,
115,04/23/17 07:30:00 PM,23.093,64.588,,
116,04/23/17 08:00:00 PM,23.069,65.729,,
117,04/23/17 08:30:00 PM,22.973,66.425,,
118,04/23/17 09:00:00 PM,23.021,65.844,,
119,04/23/17 09:30:00 PM,23.021,64.846,,
120,04/23/17 10:00:00 PM,23.021,66.113,,
121,04/23/17 10:30:00 PM,23.021,65.978,,
122,04/23/17 11:00:00 PM,23.021,65.765,,
123,04/23/17 11:30:00 PM,23.021,65.045,,
124,04/24/17 12:00:00 AM,23.045,65.576,,
125,04/24/17 12:30:00 AM,23.045,65.498,,
126,04/24/17 01:00:00 AM,23.045,66.028,,
127,04/24/17 01:30:00 AM,23.045,65.318,,
128,04/24/17 02:00:00 AM,23.045,65.421,,
129,04/24/17 02:30:00 AM,23.045,65.395,,
130,04/24/17 03:00:00 AM,23.045,65.421,,
131,04/24/17 03:30:00 AM,23.045,65.550,,
132,04/24/17 04:00:00 AM,23.045,65.707,,
133,04/24/17 04:30:00 AM,23.045,65.629,,
134,04/24/17 05:00:00 AM,23.045,65.421,,
135,04/24/17 05:30:00 AM,23.045,65.498,,
136,04/24/17 06:00:00 AM,23.045,65.550,,
137,04/24/17 06:30:00 AM,22.637,64.227,,
138,04/24/17 07:00:00 AM,22.637,63.792,,
139,04/24/17 07:30:00 AM,22.661,63.787,,
140,04/24/17 08:00:00 AM,22.661,64.339,,
141,04/24/17 08:30:00 AM,22.661,62.078,,
142,04/24/17 09:00:00 AM,22.661,63.021,,
143,04/24/17 09:30:00 AM,22.661,63.810,,
144,04/24/17 10:00:00 AM,22.685,63.850,,
145,04/24/17 10:30:00 AM,22.613,63.074,,
146,04/24/17 11:00:00 AM,22.661,62.873,,
147,04/24/17 11:30:00 AM,22.685,62.619,,
148,04/24/17 12:00:00 PM,22.661,62.958,,
149,04/24/17 12:30:00 PM,22.685,63.339,,
150,04/24/17 01:00:00 PM,22.709,63.334,,
151,04/24/17 01:30:00 PM,22.661,63.432,,
152,04/24/17 02:00:00 PM,22.685,63.274,,
153,04/24/17 02:30:00 PM,22.685,63.537,,
154,04/24/17 03:00:00 PM,22.685,63.231,,
155,04/24/17 03:30:00 PM,22.781,61.528,,
156,04/24/17 04:00:00 PM,22.781,62.172,,
157,04/24/17 04:30:00 PM,22.781,62.475,,
158,04/24/17 05:00:00 PM,22.805,62.801,,
159,04/24/17 05:30:00 PM,22.781,62.785,,
160,04/24/17 06:00:00 PM,22.781,61.759,,
161,04/24/17 06:30:00 PM,22.973,63.544,,
162,04/24/17 07:00:00 PM,22.973,64.855,,
163,04/24/17 07:30:00 PM,22.973,65.721,,
164,04/24/17 08:00:00 PM,22.997,65.302,,
165,04/24/17 08:30:00 PM,22.901,64.362,,
166,04/24/17 09:00:00 PM,22.949,64.235,,
167,04/24/17 09:30:00 PM,22.973,65.306,,
168,04/24/17 10:00:00 PM,22.973,65.721,,
169,04/24/17 10:30:00 PM,22.949,64.811,,
170,04/24/17 11:00:00 PM,22.973,65.029,,
171,04/24/17 11:30:00 PM,22.997,65.175,,
172,04/25/17 12:00:00 AM,22.973,65.721,,
173,04/25/17 12:30:00 AM,22.973,65.695,,
174,04/25/17 01:00:00 AM,22.997,64.950,,
175,04/25/17 01:30:00 AM,22.973,65.564,,
176,04/25/17 02:00:00 AM,22.997,64.679,,
177,04/25/17 02:30:00 AM,22.973,65.538,,
178,04/25/17 03:00:00 AM,22.997,65.379,,
179,04/25/17 03:30:00 AM,22.997,64.875,,
180,04/25/17 04:00:00 AM,22.997,65.150,,
181,04/25/17 04:30:00 AM,22.973,65.205,,
182,04/25/17 05:00:00 AM,22.997,64.851,,
183,04/25/17 05:30:00 AM,22.973,65.538,,
184,04/25/17 06:00:00 AM,22.997,65.559,,
185,04/25/17 06:30:00 AM,22.853,62.981,,
186,04/25/17 07:00:00 AM,22.805,61.890,,
187,04/25/17 07:30:00 AM,22.805,62.287,,
188,04/25/17 08:00:00 AM,22.829,62.062,,
189,04/25/17 08:30:00 AM,22.829,61.924,,
190,04/25/17 09:00:00 AM,22.829,62.650,,
191,04/25/17 09:30:00 AM,22.829,62.465,,
192,04/25/17 10:00:00 AM,22.805,62.718,,
193,04/25/17 10:30:00 AM,22.781,62.806,,
194,04/25/17 11:00:00 AM,22.781,62.744,,
195,04/25/17 11:30:00 AM,22.805,62.511,,
196,04/25/17 12:00:00 PM,22.805,62.759,,
197,04/25/17 12:30:00 PM,22.829,62.465,,
198,04/25/17 01:00:00 PM,22.805,62.822,,
199,04/25/17 01:30:00 PM,22.829,62.796,,
200,04/25/17 02:00:00 PM,22.829,62.775,,
201,04/25/17 02:30:00 PM,22.829,63.072,,
202,04/25/17 03:00:00 PM,22.853,62.854,,
203,04/25/17 03:30:00 PM,22.853,62.604,,
204,04/25/17 04:00:00 PM,22.829,62.630,,
205,04/25/17 04:30:00 PM,22.781,62.557,,
206,04/25/17 05:00:00 PM,22.757,62.583,,
207,04/25/17 05:30:00 PM,22.781,62.619,,
208,04/25/17 06:00:00 PM,22.781,62.557,,
209,04/25/17 06:30:00 PM,22.925,64.146,,
210,04/25/17 07:00:00 PM,22.949,65.033,,
211,04/25/17 07:30:00 PM,22.925,65.367,,
212,04/25/17 08:00:00 PM,22.901,65.422,,
213,04/25/17 08:30:00 PM,23.021,65.712,,
214,04/25/17 09:00:00 PM,22.949,65.235,,
215,04/25/17 09:30:00 PM,22.973,65.129,,
216,04/25/17 10:00:00 PM,22.973,63.952,,
217,04/25/17 10:30:00 PM,22.949,64.520,,
218,04/25/17 11:00:00 PM,22.949,65.752,,
219,04/25/17 11:30:00 PM,22.973,65.434,,
220,04/26/17 12:00:00 AM,22.973,64.905,,
221,04/26/17 12:30:00 AM,22.973,64.929,,
222,04/26/17 01:00:00 AM,22.997,64.679,,
223,04/26/17 01:30:00 AM,22.973,64.733,,
224,04/26/17 02:00:00 AM,22.973,64.254,,
225,04/26/17 02:30:00 AM,22.973,65.281,,
226,04/26/17 03:00:00 AM,22.997,64.631,,
227,04/26/17 03:30:00 AM,22.973,64.880,,
228,04/26/17 04:00:00 AM,22.973,64.954,,
229,04/26/17 04:30:00 AM,22.997,65.124,,
230,04/26/17 05:00:00 AM,22.997,65.533,,
231,04/26/17 05:30:00 AM,22.973,65.179,,
232,04/26/17 06:00:00 AM,22.997,64.415,,
233,04/26/17 06:30:00 AM,22.781,62.785,,
234,04/26/17 07:00:00 AM,22.805,62.759,,
235,04/26/17 07:30:00 AM,22.781,62.455,,
236,04/26/17 08:00:00 AM,22.781,62.393,,
237,04/26/17 08:30:00 AM,22.805,62.739,,
238,04/26/17 09:00:00 AM,22.805,62.843,,
239,04/26/17 09:30:00 AM,22.805,63.013,,
240,04/26/17 10:00:00 AM,22.757,61.861,,
241,04/26/17 10:30:00 AM,22.709,62.511,,
242,04/26/17 11:00:00 AM,22.757,62.749,,
243,04/26/17 11:30:00 AM,22.733,62.383,,
244,04/26/17 12:00:00 PM,22.733,62.323,,
245,04/26/17 12:30:00 PM,22.733,62.282,,
246,04/26/17 01:00:00 PM,22.757,62.419,,
247,04/26/17 01:30:00 PM,22.781,62.092,,
248,04/26/17 02:00:00 PM,22.709,62.429,,
249,04/26/17 02:30:00 PM,22.733,62.282,,
250,04/26/17 03:00:00 PM,22.637,53.068,,
251,04/26/17 03:30:00 PM,22.781,61.115,,
252,04/26/17 04:00:00 PM,22.733,61.596,,
253,04/26/17 04:30:00 PM,22.829,62.042,,
254,04/26/17 05:00:00 PM,22.781,62.598,,
255,04/26/17 05:30:00 PM,22.805,62.614,,
256,04/26/17 06:00:00 PM,22.829,63.093,,
257,04/26/17 06:30:00 PM,22.973,63.567,,
258,04/26/17 07:00:00 PM,23.021,64.482,,
259,04/26/17 07:30:00 PM,23.021,65.323,,
260,04/26/17 08:00:00 PM,22.997,64.728,,
261,04/26/17 08:30:00 PM,22.901,63.852,,
262,04/26/17 09:00:00 PM,22.925,64.477,,
263,04/26/17 09:30:00 PM,22.973,65.486,,
264,04/26/17 10:00:00 PM,22.973,64.090,,
265,04/26/17 10:30:00 PM,22.949,64.811,,
266,04/26/17 11:00:00 PM,22.949,64.860,,
267,04/26/17 11:30:00 PM,22.973,65.104,,
268,04/27/17 12:00:00 AM,22.973,64.929,,
269,04/27/17 12:30:00 AM,22.973,65.409,,
270,04/27/17 01:00:00 AM,22.973,65.564,,
271,04/27/17 01:30:00 AM,22.973,65.642,,
272,04/27/17 02:00:00 AM,22.973,64.563,,
273,04/27/17 02:30:00 AM,22.973,65.255,,
274,04/27/17 03:00:00 AM,22.973,64.372,,
275,04/27/17 03:30:00 AM,22.973,64.684,,
276,04/27/17 04:00:00 AM,22.973,64.684,,
277,04/27/17 04:30:00 AM,22.973,64.806,,
278,04/27/17 05:00:00 AM,22.997,64.704,,
279,04/27/17 05:30:00 AM,22.997,65.074,,
280,04/27/17 06:00:00 AM,22.973,64.880,,
281,04/27/17 06:30:00 AM,22.805,62.718,,
282,04/27/17 07:00:00 AM,22.805,62.429,,
283,04/27/17 07:30:00 AM,22.829,62.838,,
284,04/27/17 08:00:00 AM,22.805,62.949,,
285,04/27/17 08:30:00 AM,22.829,62.022,,
286,04/27/17 09:00:00 AM,22.781,60.661,,
287,04/27/17 09:30:00 AM,22.805,61.851,,
288,04/27/17 10:00:00 AM,22.757,62.338,,
289,04/27/17 10:30:00 AM,22.757,61.959,,
290,04/27/17 11:00:00 AM,22.781,62.393,,
291,04/27/17 11:30:00 AM,22.757,62.217,,
292,04/27/17 12:00:00 PM,22.781,62.272,,
293,04/27/17 12:30:00 PM,22.757,62.419,,
294,04/27/17 01:00:00 PM,22.781,62.373,,
295,04/27/17 01:30:00 PM,22.781,62.252,,
296,04/27/17 02:00:00 PM,22.757,62.874,,
297,04/27/17 02:30:00 PM,22.781,61.934,,
298,04/27/17 03:00:00 PM,22.757,62.157,,
299,04/27/17 03:30:00 PM,22.805,62.127,,
300,04/27/17 04:00:00 PM,22.781,62.455,,
301,04/27/17 04:30:00 PM,22.877,61.992,,
302,04/27/17 05:00:00 PM,22.853,61.493,,
303,04/27/17 05:30:00 PM,22.829,61.632,,
304,04/27/17 06:00:00 PM,22.805,61.890,,
305,04/27/17 06:30:00 PM,22.949,63.661,,
306,04/27/17 07:00:00 PM,22.925,64.358,,
307,04/27/17 07:30:00 PM,22.925,64.815,,
308,04/27/17 08:00:00 PM,22.901,64.919,,
309,04/27/17 08:30:00 PM,22.973,64.806,,
310,04/27/17 09:00:00 PM,22.925,64.693,,
311,04/27/17 09:30:00 PM,22.949,65.159,,
312,04/27/17 10:00:00 PM,22.973,64.090,,
313,04/27/17 10:30:00 PM,22.877,64.510,,
314,04/27/17 11:00:00 PM,22.973,65.460,,
315,04/27/17 11:30:00 PM,22.973,64.044,,
316,04/28/17 12:00:00 AM,22.949,65.184,,
317,04/28/17 12:30:00 AM,22.949,64.002,,
318,04/28/17 01:00:00 AM,22.973,64.929,,
319,04/28/17 01:30:00 AM,22.973,64.396,,
320,04/28/17 02:00:00 AM,22.949,64.934,,
321,04/28/17 02:30:00 AM,22.973,64.905,,
322,04/28/17 03:00:00 AM,22.973,64.277,,
323,04/28/17 03:30:00 AM,22.973,64.419,,
324,04/28/17 04:00:00 AM,22.973,64.443,,
325,04/28/17 04:30:00 AM,22.997,65.353,,
326,04/28/17 05:00:00 AM,22.973,64.954,,
327,04/28/17 05:30:00 AM,22.973,64.905,,
328,04/28/17 06:00:00 AM,22.973,63.611,,
329,04/28/17 06:30:00 AM,22.805,62.167,,
330,04/28/17 07:00:00 AM,22.829,62.302,,
331,04/28/17 07:30:00 AM,22.781,62.496,,
332,04/28/17 08:00:00 AM,22.829,61.404,,
333,04/28/17 08:30:00 AM,22.829,61.671,,
334,04/28/17 09:00:00 AM,22.973,54.156,,
335,04/28/17 09:30:00 AM,22.805,61.676,,
336,04/28/17 10:00:00 AM,22.781,61.358,,
337,04/28/17 10:30:00 AM,22.733,61.750,,
338,04/28/17 11:00:00 AM,22.733,61.886,,
339,04/28/17 11:30:00 AM,22.757,61.861,,
340,04/28/17 12:00:00 PM,22.757,61.998,,
341,04/28/17 12:30:00 PM,22.733,61.886,,
342,04/28/17 01:00:00 PM,22.805,61.870,,
343,04/28/17 01:30:00 PM,22.805,62.127,,
344,04/28/17 02:00:00 PM,22.805,62.307,,
345,04/28/17 02:30:00 PM,22.853,70.124,,
346,04/28/17 03:00:00 PM,22.853,63.884,,
347,04/28/17 03:30:00 PM,22.829,62.775,,
348,04/28/17 04:00:00 PM,22.829,62.650,,
349,04/28/17 04:30:00 PM,22.805,62.187,,
350,04/28/17 05:00:00 PM,22.805,62.167,,
351,04/28/17 05:30:00 PM,22.805,62.739,,
352,04/28/17 06:00:00 PM,22.781,61.739,,
353,04/28/17 06:30:00 PM,22.877,64.606,,
354,04/28/17 07:00:00 PM,22.901,64.968,,
355,04/28/17 07:30:00 PM,22.877,64.679,,
356,04/28/17 08:00:00 PM,22.853,65.027,,
357,04/28/17 08:30:00 PM,22.925,64.742,,
358,04/28/17 09:00:00 PM,22.901,65.193,,
359,04/28/17 09:30:00 PM,22.925,64.791,,
360,04/28/17 10:00:00 PM,22.925,65.013,,
361,04/28/17 10:30:00 PM,22.925,65.088,,
362,04/28/17 11:00:00 PM,22.925,65.088,,
363,04/28/17 11:30:00 PM,22.925,65.730,,
364,04/29/17 12:00:00 AM,22.925,64.791,,
365,04/29/17 12:30:00 AM,22.949,64.592,,
366,04/29/17 01:00:00 AM,22.925,64.815,,
367,04/29/17 01:30:00 AM,22.925,64.939,,
368,04/29/17 02:00:00 AM,22.925,64.840,,
369,04/29/17 02:30:00 AM,22.949,65.009,,
370,04/29/17 03:00:00 AM,22.949,65.311,,
371,04/29/17 03:30:00 AM,22.925,64.939,,
372,04/29/17 04:00:00 AM,22.949,65.009,,
373,04/29/17 04:30:00 AM,22.973,65.306,,
374,04/29/17 05:00:00 AM,22.949,65.159,,
375,04/29/17 05:30:00 AM,22.949,65.465,,
376,04/29/17 06:00:00 AM,22.949,64.762,,
377,04/29/17 06:30:00 AM,22.805,62.991,,
378,04/29/17 07:00:00 AM,22.805,62.614,,
379,04/29/17 07:30:00 AM,22.805,61.792,,
380,04/29/17 08:00:00 AM,22.805,61.968,,
381,04/29/17 08:30:00 AM,22.781,61.681,,
382,04/29/17 09:00:00 AM,22.805,61.890,,
383,04/29/17 09:30:00 AM,22.781,61.934,,
384,04/29/17 10:00:00 AM,22.757,58.924,,
385,04/29/17 10:30:00 AM,22.805,62.635,,
386,04/29/17 11:00:00 AM,22.805,68.696,,
387,04/29/17 11:30:00 AM,23.285,64.623,,
388,04/29/17 12:00:00 PM,23.309,67.902,,
389,04/29/17 12:30:00 PM,23.285,69.023,,
390,04/29/17 01:00:00 PM,23.285,69.195,,
391,04/29/17 01:30:00 PM,23.261,68.992,,
392,04/29/17 02:00:00 PM,23.285,69.406,,
393,04/29/17 02:30:00 PM,23.285,69.335,,
394,04/29/17 03:00:00 PM,23.285,68.452,,
395,04/29/17 03:30:00 PM,23.285,68.617,,
396,04/29/17 04:00:00 PM,23.285,68.988,,
397,04/29/17 04:30:00 PM,23.309,69.652,,
398,04/29/17 05:00:00 PM,23.285,68.617,,
399,04/29/17 05:30:00 PM,23.309,69.331,,
400,04/29/17 06:00:00 PM,23.309,68.984,,
401,04/29/17 06:30:00 PM,22.853,70.616,,
402,04/29/17 07:00:00 PM,22.901,71.283,,
403,04/29/17 07:30:00 PM,22.877,71.327,,
404,04/29/17 08:00:00 PM,22.901,71.201,,
405,04/29/17 08:30:00 PM,22.853,71.168,,
406,04/29/17 09:00:00 PM,22.877,71.658,,
407,04/29/17 09:30:00 PM,22.901,71.364,,
408,04/29/17 10:00:00 PM,22.901,71.405,,
409,04/29/17 10:30:00 PM,22.877,70.846,,
410,04/29/17 11:00:00 PM,22.901,71.364,,
411,04/29/17 11:30:00 PM,22.901,71.529,,
412,04/30/17 12:00:00 AM,22.901,71.405,,
413,04/30/17 12:30:00 AM,22.925,71.651,,
414,04/30/17 01:00:00 AM,22.901,70.882,,
415,04/30/17 01:30:00 AM,22.901,71.364,,
416,04/30/17 02:00:00 AM,22.901,71.488,,
417,04/30/17 02:30:00 AM,22.925,71.279,,
418,04/30/17 03:00:00 AM,22.925,71.320,,
419,04/30/17 03:30:00 AM,22.901,71.121,,
420,04/30/17 04:00:00 AM,22.901,71.323,,
421,04/30/17 04:30:00 AM,22.901,71.612,,
422,04/30/17 05:00:00 AM,22.901,71.571,,
423,04/30/17 05:30:00 AM,22.901,71.823,,
424,04/30/17 06:00:00 AM,22.925,71.948,,
425,04/30/17 06:30:00 AM,23.333,69.363,,
426,04/30/17 07:00:00 AM,23.333,69.505,,
427,04/30/17 07:30:00 AM,23.309,69.473,,
428,04/30/17 08:00:00 AM,23.309,69.088,,
429,04/30/17 08:30:00 AM,23.285,69.477,,
430,04/30/17 09:00:00 AM,23.261,69.199,,
431,04/30/17 09:30:00 AM,23.285,69.985,,
432,04/30/17 10:00:00 AM,23.285,69.195,,
433,04/30/17 10:30:00 AM,23.261,69.480,,
434,04/30/17 11:00:00 AM,23.261,69.445,,
435,04/30/17 11:30:00 AM,23.261,69.304,,
436,04/30/17 12:00:00 PM,23.261,69.445,,
437,04/30/17 12:30:00 PM,23.261,69.659,,
438,04/30/17 01:00:00 PM,23.261,69.339,,
439,04/30/17 01:30:00 PM,23.285,69.548,,
440,04/30/17 02:00:00 PM,23.285,68.257,,
441,04/30/17 02:30:00 PM,23.285,69.874,,
442,04/30/17 03:00:00 PM,23.285,69.477,,
443,04/30/17 03:30:00 PM,23.285,69.656,,
444,04/30/17 04:00:00 PM,23.309,69.944,,
445,04/30/17 04:30:00 PM,23.309,69.544,,
446,04/30/17 05:00:00 PM,23.309,69.834,,
447,04/30/17 05:30:00 PM,23.309,69.616,,
448,04/30/17 06:00:00 PM,23.333,69.793,,
449,04/30/17 06:30:00 PM,22.877,72.127,,
450,04/30/17 07:00:00 PM,22.925,72.208,,
451,04/30/17 07:30:00 PM,22.925,72.077,,
452,04/30/17 08:00:00 PM,22.925,72.077,,
453,04/30/17 08:30:00 PM,22.853,72.174,,
454,04/30/17 09:00:00 PM,22.901,72.886,,
455,04/30/17 09:30:00 PM,22.901,72.702,,
456,04/30/17 10:00:00 PM,22.877,72.751,,
457,04/30/17 10:30:00 PM,22.877,72.981,,
458,04/30/17 11:00:00 PM,22.925,72.791,,
459,04/30/17 11:30:00 PM,22.901,72.702,,
460,05/01/17 12:00:00 AM,22.901,72.932,,
461,05/01/17 12:30:00 AM,22.925,72.836,,
462,05/01/17 01:00:00 AM,22.901,72.840,,
463,05/01/17 01:30:00 AM,22.925,73.306,,
464,05/01/17 02:00:00 AM,22.925,72.929,,
465,05/01/17 02:30:00 AM,22.925,73.353,,
466,05/01/17 03:00:00 AM,22.925,73.450,,
467,05/01/17 03:30:00 AM,22.925,72.883,,
468,05/01/17 04:00:00 AM,22.901,73.025,,
469,05/01/17 04:30:00 AM,22.925,73.258,,
470,05/01/17 05:00:00 AM,22.925,72.975,,
471,05/01/17 05:30:00 AM,22.925,73.163,,
472,05/01/17 06:00:00 AM,22.925,73.116,,
473,05/01/17 06:30:00 AM,23.357,71.218,,
474,05/01/17 07:00:00 AM,23.309,71.348,,
475,05/01/17 07:30:00 AM,23.309,71.514,,
476,05/01/17 08:00:00 AM,23.333,71.721,,
477,05/01/17 08:30:00 AM,23.333,71.099,,
478,05/01/17 09:00:00 AM,23.285,71.106,,
479,05/01/17 09:30:00 AM,23.309,71.022,,
480,05/01/17 10:00:00 AM,23.261,70.479,,
481,05/01/17 10:30:00 AM,23.285,70.630,,
482,05/01/17 11:00:00 AM,23.261,70.830,,
483,05/01/17 11:30:00 AM,23.285,71.269,,
484,05/01/17 12:00:00 PM,23.261,70.672,,
485,05/01/17 12:30:00 PM,23.237,71.441,,
486,05/01/17 01:00:00 PM,23.261,70.989,,
487,05/01/17 01:30:00 PM,23.285,71.025,,
488,05/01/17 02:00:00 PM,23.285,70.787,,
489,05/01/17 02:30:00 PM,23.285,70.630,,
490,05/01/17 03:00:00 PM,23.309,71.225,,
491,05/01/17 03:30:00 PM,23.333,71.552,,
492,05/01/17 04:00:00 PM,23.333,70.623,,
493,05/01/17 04:30:00 PM,23.357,70.198,,
494,05/01/17 05:00:00 PM,23.333,69.398,,
495,05/01/17 05:30:00 PM,23.309,68.613,,
496,05/01/17 06:00:00 PM,23.309,67.288,,
497,05/01/17 06:30:00 PM,22.829,69.268,,
498,05/01/17 07:00:00 PM,22.853,68.855,,
499,05/01/17 07:30:00 PM,22.853,68.922,,
500,05/01/17 08:00:00 PM,22.853,68.788,,
501,05/01/17 08:30:00 PM,22.949,69.284,,
502,05/01/17 09:00:00 PM,22.877,68.751,,
503,05/01/17 09:30:00 PM,22.901,68.914,,
504,05/01/17 10:00:00 PM,22.877,68.293,,
505,05/01/17 10:30:00 PM,22.877,68.325,,
506,05/01/17 11:00:00 PM,22.901,68.548,,
507,05/01/17 11:30:00 PM,22.877,68.038,,
508,05/02/17 12:00:00 AM,22.901,68.097,,
